date,time,year,month,doy,dow,death,cvd,resp,temp,dptp,rhum,pm10,o3
7/10/94,2748,1994,7,191,Sunday,87,38,7,18.88888889,54.5,69.625,9.100628831,21.08374709
7/11/94,2749,1994,7,192,Monday,115,43,5,20.83333333,66,63.375,64.07126348,24.7245005
7/12/94,2750,1994,7,193,Tuesday,103,57,5,27.22222222,67.5,82,46.01903564,33.83633398
7/13/94,2751,1994,7,194,Wednesday,109,51,8,19.16666667,58.5,81.5,22.8023386,18.08805448
7/14/94,2752,1994,7,195,Thursday,110,48,7,23.05555556,65.75,70.375,51.92013276,28.62738218
7/15/94,2753,1994,7,196,Friday,119,46,10,23.33333333,58.875,58.875,36.48153783,23.49868304
7/16/94,2754,1994,7,197,Saturday,93,42,4,23.05555556,64.75,71.125,34.11524787,29.16866223
7/17/94,2755,1994,7,198,Sunday,87,33,8,24.44444444,60.25,60.25,22.00898333,27.53691998
7/18/94,2756,1994,7,199,Monday,98,48,9,23.88888889,61.5,54.125,31.05822445,20.96937086
7/19/94,2757,1994,7,200,Tuesday,93,43,6,25,67.25,71.75,35.1004361,21.59751013
7/20/94,2758,1994,7,201,Wednesday,109,58,8,26.38888889,69.5,75.125,48.59289052,25.88624731
7/21/94,2759,1994,7,202,Thursday,116,49,7,23.61111111,66.625,82.75,36.1272935,18.51448282
7/22/94,2760,1994,7,203,Friday,97,42,3,22.5,64.125,69.375,27.66346728,13.92474607
7/23/94,2761,1994,7,204,Saturday,115,49,6,24.16666667,63.75,61.75,21.05570232,22.04396119
7/24/94,2762,1994,7,205,Sunday,101,43,5,23.61111111,57.25,54.625,10.95606412,23.54091747
7/25/94,2763,1994,7,206,Monday,100,50,6,22.5,51.5,50.375,34.1727926,16.3688953
7/26/94,2764,1994,7,207,Tuesday,91,43,2,18.88888889,54.375,65.875,31.06914599,16.27161936
7/27/94,2765,1994,7,208,Wednesday,108,43,8,19.72222222,54,65.625,19.9387457,14.8643475
7/28/94,2766,1994,7,209,Thursday,107,45,7,18.88888889,50.25,54.25,20.00735923,14.68507574
7/29/94,2767,1994,7,210,Friday,113,41,9,19.72222222,51.375,50.875,65.00404957,18.48112927
7/30/94,2768,1994,7,211,Saturday,119,45,5,21.11111111,57.75,55.625,68.17288417,28.95092579
7/31/94,2769,1994,7,212,Sunday,95,47,4,23.88888889,61.5,54.25,45.32156337,32.47516593
8/1/94,2770,1994,8,213,Monday,128,69,7,25,67,79.75,55.62901343,34.62255943
8/2/94,2771,1994,8,214,Tuesday,82,31,10,20.55555556,58,71.75,35.12896612,26.70613064
8/3/94,2772,1994,8,215,Wednesday,109,39,9,21.94444444,68.125,77.375,57.74821937,22.82443601
8/4/94,2773,1994,8,216,Thursday,102,46,5,20.83333333,53.75,71.375,41.13457881,21.09948846
8/5/94,2774,1994,8,217,Friday,105,44,9,15,47.375,63.875,10.11028605,19.9610502
8/6/94,2775,1994,8,218,Saturday,85,37,7,15.55555556,50.75,59.25,33.19048223,21.22524559
8/7/94,2776,1994,8,219,Sunday,100,49,10,18.33333333,57.25,56.375,21.69109709,33.66312915
8/8/94,2777,1994,8,220,Monday,103,45,6,23.33333333,60,79.625,47.20203934,29.46694104
8/9/94,2778,1994,8,221,Tuesday,122,52,12,14.72222222,51,74.375,19.81755933,20.24380677
8/10/94,2779,1994,8,222,Wednesday,117,41,9,16.11111111,57.5,90.625,NA,7.190009411
8/11/94,2780,1994,8,223,Thursday,135,61,8,17.5,59.25,86.25,25.16743955,24.1073961
8/12/94,2781,1994,8,224,Friday,110,37,7,18.61111111,64.75,89.375,39.33184106,17.11988058
8/13/94,2782,1994,8,225,Saturday,121,54,13,23.88888889,70.75,84.625,36.5672799,23.9201081
8/14/94,2783,1994,8,226,Sunday,117,42,6,18.05555556,50.875,61.75,28.6079746,20.09653826
8/15/94,2784,1994,8,227,Monday,107,50,6,19.16666667,51.5,57.625,27.74976014,15.93343736
8/16/94,2785,1994,8,228,Tuesday,124,54,7,19.16666667,58.125,66.125,64.32834839,21.03485413
8/17/94,2786,1994,8,229,Wednesday,115,60,6,21.11111111,61,67.625,48.33950502,28.4667823
8/18/94,2787,1994,8,230,Thursday,117,49,9,21.66666667,66.375,74.75,61.10844582,25.00557707
8/19/94,2788,1994,8,231,Friday,139,55,7,25,64.5,70.75,81.81830556,35.49926692
8/20/94,2789,1994,8,232,Saturday,116,48,8,21.11111111,62.125,80.125,26.83847797,31.19917943
8/21/94,2790,1994,8,233,Sunday,102,38,9,18.88888889,58.375,76.5,NA,20.0218875
8/22/94,2791,1994,8,234,Monday,115,55,5,20,57.5,63.625,42.39375823,14.59433701
8/23/94,2792,1994,8,235,Tuesday,125,52,11,20.83333333,61.25,62.875,57.37966939,22.73376981
8/24/94,2793,1994,8,236,Wednesday,119,47,11,25.27777778,70.375,74.125,57.75686289,33.49008434
8/25/94,2794,1994,8,237,Thursday,116,47,4,25.83333333,73,74.25,87.78498913,28.44619947
8/26/94,2795,1994,8,238,Friday,102,44,5,24.72222222,68.375,76.125,61.30838401,23.22763139
8/27/94,2796,1994,8,239,Saturday,93,34,10,25,68.125,62.75,102.4304947,34.46130479
8/28/94,2797,1994,8,240,Sunday,100,37,8,19.72222222,54.125,71.75,31.81715786,20.75782395
8/29/94,2798,1994,8,241,Monday,93,34,9,18.88888889,52.375,57.5,31.84530646,19.37685752
8/30/94,2799,1994,8,242,Tuesday,108,40,8,17.77777778,61.625,97.75,37.347754,11.62739869
8/31/94,2800,1994,8,243,Wednesday,99,43,7,16.38888889,53.375,82.25,23.90748924,15.70773871
9/1/94,2801,1994,9,244,Thursday,104,46,5,15,46.375,65.5,10.42375671,15.7764941
9/2/94,2802,1994,9,245,Friday,119,44,8,15,50.5,64,79.73056727,9.028068549
9/3/94,2803,1994,9,246,Saturday,99,42,6,16.66666667,53.875,77.125,33.25578375,17.5904998
9/4/94,2804,1994,9,247,Sunday,104,32,10,15.27777778,54.5,79.25,14.7093487,23.59231797
9/5/94,2805,1994,9,248,Monday,101,48,7,16.38888889,60.375,89.875,37.74789007,26.81412852
9/6/94,2806,1994,9,249,Tuesday,105,38,11,19.44444444,52,63.5,NA,15.74999885
9/7/94,2807,1994,9,250,Wednesday,109,49,9,18.33333333,51.75,58.5,47.72010541,13.66400109
9/8/94,2808,1994,9,251,Thursday,99,42,13,20.83333333,59.75,66.375,37.83810081,11.26619659
9/9/94,2809,1994,9,252,Friday,130,45,10,22.22222222,63.125,71.375,45.91267436,22.13813539
9/10/94,2810,1994,9,253,Saturday,99,41,4,24.72222222,63.5,73.5,33.77950418,26.93518422
9/11/94,2811,1994,9,254,Sunday,130,55,8,23.61111111,64.875,71,41.72187306,25.53033243
9/12/94,2812,1994,9,255,Monday,117,49,9,24.16666667,60.25,59,84.25336148,28.74278133
9/13/94,2813,1994,9,256,Tuesday,112,45,5,25,62.25,53.5,68.70610809,30.54199304
9/14/94,2814,1994,9,257,Wednesday,106,47,7,27.22222222,67.75,59.125,57.18269479,28.11393593
9/15/94,2815,1994,9,258,Thursday,133,57,3,26.94444444,60.625,47.625,115.2017522,34.35403526
9/16/94,2816,1994,9,259,Friday,106,45,13,23.33333333,56.875,61,72.72847097,34.27628503
9/17/94,2817,1994,9,260,Saturday,100,40,3,18.61111111,53,67,35.13574635,10.57969135
9/18/94,2818,1994,9,261,Sunday,108,45,9,19.44444444,43.125,39.5,23.81687835,12.23420902
9/19/94,2819,1994,9,262,Monday,111,48,4,21.11111111,55.25,59.125,57.34073377,16.67269596
9/20/94,2820,1994,9,263,Tuesday,109,51,5,21.94444444,53,48.5,76.45718419,21.88343871
9/21/94,2821,1994,9,264,Wednesday,98,41,9,21.66666667,48,39.75,77.8306966,30.99514213
9/22/94,2822,1994,9,265,Thursday,111,51,8,19.16666667,59.625,85.125,57.47030503,22.02589762
9/23/94,2823,1994,9,266,Friday,109,46,10,18.33333333,59.25,75.625,46.44284419,12.01125806
9/24/94,2824,1994,9,267,Saturday,108,42,9,17.5,61.375,92,29.27112393,11.95489437
9/25/94,2825,1994,9,268,Sunday,101,45,6,15.83333333,50.75,77.125,20.38692778,16.81067733
9/26/94,2826,1994,9,269,Monday,110,53,16,12.5,51.375,91.125,21.45744327,9.637855483
9/27/94,2827,1994,9,270,Tuesday,113,45,10,12.22222222,49.125,79.375,19.35471788,6.631534659
9/28/94,2828,1994,9,271,Wednesday,131,52,6,13.88888889,43.75,65.75,34.40472301,11.35921797
9/29/94,2829,1994,9,272,Thursday,101,49,7,14.16666667,46.5,63.25,35.66349517,6.846600291
9/30/94,2830,1994,9,273,Friday,134,65,11,19.72222222,56.5,77,55.4465004,20.09705202
10/1/94,2831,1994,10,274,Saturday,124,51,8,14.44444444,47.125,74.25,12.08449912,22.31385148
10/2/94,2832,1994,10,275,Sunday,118,50,9,13.88888889,41.5,56.875,9.095767888,23.33067645
10/3/94,2833,1994,10,276,Monday,107,48,10,14.16666667,45.75,68.375,14.45921769,24.20274659
10/4/94,2834,1994,10,277,Tuesday,136,61,11,11.94444444,44.75,78.125,19.75708229,11.03591068
10/5/94,2835,1994,10,278,Wednesday,127,53,10,10.55555556,42.75,60,38.77375454,7.111821024
10/6/94,2836,1994,10,279,Thursday,134,57,14,16.66666667,49.875,52.125,42.37630451,22.31457776
10/7/94,2837,1994,10,280,Friday,118,66,4,20,62.375,73.125,78.97432932,30.22986902
10/8/94,2838,1994,10,281,Saturday,118,60,6,13.33333333,47.125,88.625,20.33478823,3.753754428
10/9/94,2839,1994,10,282,Sunday,96,34,9,8.611111111,32.125,56.625,8.407222682,11.84365305
10/10/94,2840,1994,10,283,Monday,120,61,6,7.777777778,31.75,52.375,NA,12.28576503
10/11/94,2841,1994,10,284,Tuesday,121,49,7,9.166666667,40.75,64,34.17380994,13.27830254
10/12/94,2842,1994,10,285,Wednesday,113,46,8,10.83333333,47.75,80.625,44.29506851,8.978778583
10/13/94,2843,1994,10,286,Thursday,125,52,15,13.05555556,49.875,75.125,49.79893146,7.649844926
10/14/94,2844,1994,10,287,Friday,137,61,12,14.72222222,51.875,74.625,42.8800367,15.25133772
10/15/94,2845,1994,10,288,Saturday,116,50,6,14.44444444,53.25,73,45.06993373,15.32253053
10/16/94,2846,1994,10,289,Sunday,92,39,4,18.88888889,54.875,63.5,30.49488291,21.04038926
10/17/94,2847,1994,10,290,Monday,127,61,15,20.83333333,54.875,59.5,38.15623866,21.55949537
10/18/94,2848,1994,10,291,Tuesday,116,53,5,18.33333333,60.125,87.5,44.80402346,11.70182778
10/19/94,2849,1994,10,292,Wednesday,117,53,8,18.05555556,47.375,61.5,25.19121848,12.9313086
10/20/94,2850,1994,10,293,Thursday,122,46,7,13.88888889,46.875,72,29.34065817,8.333817823
10/21/94,2851,1994,10,294,Friday,123,63,9,13.61111111,45.375,58,96.4370493,9.411560153
10/22/94,2852,1994,10,295,Saturday,109,49,6,14.72222222,45.875,56.25,50.91014057,15.53932548
10/23/94,2853,1994,10,296,Sunday,94,45,7,11.11111111,35.5,57.375,19.28712562,12.5330843
10/24/94,2854,1994,10,297,Monday,100,55,6,8.333333333,27.625,51.125,30.09735023,13.00777876
10/25/94,2855,1994,10,298,Tuesday,118,56,11,6.111111111,30.125,60.5,20.7863317,9.807636073
10/26/94,2856,1994,10,299,Wednesday,102,44,5,5.555555556,30.75,68.5,34.92789462,7.313390527
10/27/94,2857,1994,10,300,Thursday,117,51,10,7.777777778,34.25,51.25,73.90139518,7.180139331
10/28/94,2858,1994,10,301,Friday,115,45,10,12.22222222,34.25,40,185.9999233,15.35621288
10/29/94,2859,1994,10,302,Saturday,113,46,7,13.88888889,40.875,55.375,41.25048501,17.75040059
10/30/94,2860,1994,10,303,Sunday,138,53,15,9.166666667,43.375,66.625,38.74753919,8.727780622
10/31/94,2861,1994,10,304,Monday,118,58,7,7.5,39.125,95.375,3.910644443,27.7381442
11/1/94,2862,1994,11,305,Tuesday,124,45,8,6.944444444,32,64.875,20.4926781,13.39248672
11/2/94,2863,1994,11,306,Wednesday,117,51,8,10.55555556,35.75,45.25,52.15970319,13.15380086
11/3/94,2864,1994,11,307,Thursday,107,51,7,15.83333333,62.125,90.5,59.64466095,12.35710713
11/4/94,2865,1994,11,308,Friday,136,62,12,14.72222222,55.625,92.25,14.9652377,6.341716758
11/5/94,2866,1994,11,309,Saturday,142,62,10,12.22222222,55.125,95.25,7.600494655,10.60300143
11/6/94,2867,1994,11,310,Sunday,120,49,10,8.888888889,35.375,65.375,10.02993601,16.55224587
11/7/94,2868,1994,11,311,Monday,93,49,6,8.055555556,39,58.875,18.85331494,12.13657686
11/8/94,2869,1994,11,312,Tuesday,102,46,9,12.77777778,50.375,85.125,35.13707397,10.14314178
11/9/94,2870,1994,11,313,Wednesday,99,38,7,8.333333333,33,60.25,3.462321861,27.77262525
11/10/94,2871,1994,11,314,Thursday,110,45,10,6.111111111,34.5,70.5,14.80213816,28.52909294
11/11/94,2872,1994,11,315,Friday,117,47,5,7.777777778,30.75,51.25,27.32983277,15.93331603
11/12/94,2873,1994,11,316,Saturday,128,36,21,8.055555556,46.375,84.125,22.68053256,7.708615212
11/13/94,2874,1994,11,317,Sunday,117,44,11,14.44444444,56.25,86.5,20.81336194,17.17898757
11/14/94,2875,1994,11,318,Monday,108,51,7,10.27777778,38.5,78.125,NA,10.95604668
11/15/94,2876,1994,11,319,Tuesday,108,47,8,5.277777778,34.125,75.625,14.64268657,14.58817503
11/16/94,2877,1994,11,320,Wednesday,114,49,7,6.388888889,35.25,70.125,37.69098127,16.11186479
11/17/94,2878,1994,11,321,Thursday,128,48,5,6.666666667,44.125,80.75,35.44244793,6.039292613
11/18/94,2879,1994,11,322,Friday,124,53,6,6.944444444,29.25,58.875,NA,13.86955376
11/19/94,2880,1994,11,323,Saturday,125,45,10,3.333333333,31.625,63.625,41.5411206,6.412275461
11/20/94,2881,1994,11,324,Sunday,120,51,5,11.11111111,38.5,53.5,21.13393869,10.92569441
11/21/94,2882,1994,11,325,Monday,119,55,8,6.111111111,28.25,67.625,14.1447622,19.01839434
11/22/94,2883,1994,11,326,Tuesday,125,50,11,-0.555555556,16.875,53.75,16.19719706,15.67342419
11/23/94,2884,1994,11,327,Wednesday,135,55,9,2.222222222,23.125,67.375,34.78580262,10.09721469
11/24/94,2885,1994,11,328,Thursday,113,53,8,3.888888889,33.75,72,13.83804358,14.24227353
11/25/94,2886,1994,11,329,Friday,124,54,6,3.888888889,16.5,45.375,10.78030765,12.1059054
11/26/94,2887,1994,11,330,Saturday,107,54,7,1.666666667,24.75,61,17.44534923,23.0714647
11/27/94,2888,1994,11,331,Sunday,116,46,9,8.611111111,44.375,77.75,19.00704964,13.79917881
11/28/94,2889,1994,11,332,Monday,107,51,7,2.222222222,24,65.5,13.98784331,16.89822235
11/29/94,2890,1994,11,333,Tuesday,124,59,12,-1.388888889,22.625,75.125,25.21641494,12.81681862
11/30/94,2891,1994,11,334,Wednesday,102,41,5,-1.666666667,24.25,74.875,36.17460436,7.423652354
12/1/94,2892,1994,12,335,Thursday,132,61,6,5.555555556,29.5,48.125,72.46197029,11.23889273
12/2/94,2893,1994,12,336,Friday,125,39,13,7.777777778,33.5,53.25,49.0849156,12.68085304
12/3/94,2894,1994,12,337,Saturday,109,55,6,8.888888889,44.375,88.375,24.59788196,8.930502126
12/4/94,2895,1994,12,338,Sunday,114,44,7,9.166666667,47.75,86.625,41.45133912,5.461507733
12/5/94,2896,1994,12,339,Monday,122,45,12,6.388888889,39,94.125,44.73772384,4.63975877
12/6/94,2897,1994,12,340,Tuesday,104,48,3,1.666666667,33.125,97.5,5.694371824,10.02436845
12/7/94,2898,1994,12,341,Wednesday,123,53,7,-0.555555556,23.875,80,-3.049835374,23.25598459
12/8/94,2899,1994,12,342,Thursday,127,62,11,-1.111111111,27.5,78,14.895115,19.79625247
12/9/94,2900,1994,12,343,Friday,124,45,9,-0.833333333,22.875,77.25,23.89323399,6.571289962
12/10/94,2901,1994,12,344,Saturday,120,43,8,-2.777777778,15.875,76.375,30.42706857,7.580699049
12/11/94,2902,1994,12,345,Sunday,119,49,6,-7.222222222,8.75,71.375,22.97654322,14.1119656
12/12/94,2903,1994,12,346,Monday,131,63,6,-5.833333333,18.25,77.75,NA,6.366301239
12/13/94,2904,1994,12,347,Tuesday,141,60,14,-4.722222222,16.875,76.875,45.55241307,4.956473078
12/14/94,2905,1994,12,348,Wednesday,126,63,13,-2.5,25.125,78.125,35.94128211,8.303705988
12/15/94,2906,1994,12,349,Thursday,109,44,10,0.277777778,34.375,94.875,40.73600459,4.915672243
12/16/94,2907,1994,12,350,Friday,130,54,14,2.5,36,99,40.36772007,5.160062716
12/17/94,2908,1994,12,351,Saturday,127,59,16,2.777777778,31.125,82.25,28.80797521,8.055621838
12/18/94,2909,1994,12,352,Sunday,120,54,11,-1.388888889,22.125,78.375,16.34539825,13.87794394
12/19/94,2910,1994,12,353,Monday,112,45,11,-2.222222222,27.75,81.25,23.73914841,8.558774214
12/20/94,2911,1994,12,354,Tuesday,137,50,17,3.333333333,33.625,78.5,31.00274418,5.399375722
12/21/94,2912,1994,12,355,Wednesday,129,55,6,4.722222222,31.875,78.125,55.96308979,5.457073494
12/22/94,2913,1994,12,356,Thursday,121,52,13,4.166666667,36.75,93.125,68.91714473,6.514003558
12/23/94,2914,1994,12,357,Friday,142,63,14,3.611111111,37.875,91.875,10.72703545,13.10420027
12/24/94,2915,1994,12,358,Saturday,133,62,9,0.833333333,28.875,93.5,19.20995645,14.01115781
12/25/94,2916,1994,12,359,Sunday,124,57,8,4.166666667,27,77,24.1929248,11.26121265
12/26/94,2917,1994,12,360,Monday,150,58,11,2.222222222,33.25,90.5,31.73622325,7.282171095
12/27/94,2918,1994,12,361,Tuesday,144,70,16,4.722222222,37.25,71.625,34.59605401,7.627780741
12/28/94,2919,1994,12,362,Wednesday,122,50,5,3.333333333,30.125,73.75,15.23558015,12.86222982
12/29/94,2920,1994,12,363,Thursday,109,54,9,1.666666667,22.875,62.75,11.19086855,24.25653396
12/30/94,2921,1994,12,364,Friday,128,52,9,0,24.875,70.375,28.60919849,10.1346116
12/31/94,2922,1994,12,365,Saturday,134,53,14,0,29.875,92.375,31.72329836,5.832634049
1/1/95,2923,1995,1,1,Sunday,135,65,12,-6.944444444,5.625,68.375,19.59761309,19.28404026
1/2/95,2924,1995,1,2,Monday,133,72,5,-9.722222222,10.5,73.25,14.51336281,17.3173325
1/3/95,2925,1995,1,3,Tuesday,144,76,8,-11.66666667,-2.875,62.25,21.73105899,14.10421202
1/4/95,2926,1995,1,4,Wednesday,138,61,16,-16.11111111,-7.5,64.5,23.95103549,14.36800579
1/5/95,2927,1995,1,5,Thursday,148,71,7,-12.77777778,7,62.5,32.51793003,9.714203081
1/6/95,2928,1995,1,6,Friday,126,53,10,-5.277777778,22,89.125,28.95190817,5.821622102
1/7/95,2929,1995,1,7,Saturday,176,79,12,-6.944444444,13.5,79.25,21.46591335,10.87625477
1/8/95,2930,1995,1,8,Sunday,148,70,8,-11.11111111,3.25,66,33.44892619,10.15745484
1/9/95,2931,1995,1,9,Monday,129,54,8,-8.055555556,11.875,75.625,35.94292817,11.02852716
1/10/95,2932,1995,1,10,Tuesday,156,83,11,-4.722222222,24.5,86,42.37420408,9.036773373
1/11/95,2933,1995,1,11,Wednesday,152,61,25,0.555555556,37.5,100,64.80104144,5.200111282
1/12/95,2934,1995,1,12,Thursday,134,66,14,5.555555556,37.75,96.625,25.67070837,6.998962332
1/13/95,2935,1995,1,13,Friday,146,65,9,1.944444444,33.75,94.625,17.80517169,6.200131752
1/14/95,2936,1995,1,14,Saturday,141,60,10,2.777777778,32.75,87.5,7.277416334,7.374103368
1/15/95,2937,1995,1,15,Sunday,116,51,13,0.555555556,25.25,78.25,8.627789135,13.76077411
1/16/95,2938,1995,1,16,Monday,131,57,10,1.111111111,29.375,84.75,12.7757387,16.81949241
1/17/95,2939,1995,1,17,Tuesday,121,48,12,2.5,38.375,88,22.47510086,5.395751412
1/18/95,2940,1995,1,18,Wednesday,128,52,17,1.944444444,22.625,62.875,21.22606495,9.402263349
1/19/95,2941,1995,1,19,Thursday,156,76,16,1.388888889,33,95,8.792976049,10.98027751
1/20/95,2942,1995,1,20,Friday,137,56,8,-1.111111111,20.125,73.125,13.31065461,14.71125269
1/21/95,2943,1995,1,21,Saturday,122,50,14,-4.722222222,17.75,84.125,20.21549025,14.11114405
1/22/95,2944,1995,1,22,Sunday,118,62,8,-6.666666667,16.5,87.5,15.79933765,12.36290958
1/23/95,2945,1995,1,23,Monday,135,53,16,-6.666666667,14.25,74,21.25583715,8.76428934
1/24/95,2946,1995,1,24,Tuesday,124,53,13,-9.444444444,6.75,74.125,41.73854239,7.429690928
1/25/95,2947,1995,1,25,Wednesday,142,61,14,-7.777777778,9.25,62.625,63.19373166,6.547965359
1/26/95,2948,1995,1,26,Thursday,114,48,11,-7.777777778,13.25,76.25,54.65688253,7.847252039
1/27/95,2949,1995,1,27,Friday,134,60,13,-4.722222222,26,82.375,61.46981912,8.046850566
1/28/95,2950,1995,1,28,Saturday,152,78,12,-1.944444444,16,63.875,13.68027622,26.99879349
1/29/95,2951,1995,1,29,Sunday,150,70,19,-3.888888889,20,75.375,5.758595315,27.72745481
1/30/95,2952,1995,1,30,Monday,152,73,16,-4.444444444,19.125,80.375,43.56431134,12.25450054
1/31/95,2953,1995,1,31,Tuesday,143,68,19,-0.833333333,30.375,80.125,28.54474636,14.22284154
2/1/95,2954,1995,2,32,Wednesday,134,61,16,2.777777778,27.5,76.125,16.07583176,13.94191761
2/2/95,2955,1995,2,33,Thursday,133,48,8,0.833333333,26.625,79.625,15.38751031,22.03743966
2/3/95,2956,1995,2,34,Friday,145,66,13,-0.833333333,24.25,75.75,27.66821707,12.64399185
2/4/95,2957,1995,2,35,Saturday,133,62,20,-6.666666667,3.5,54.625,11.36522575,23.31571399
2/5/95,2958,1995,2,36,Sunday,144,48,18,-13.05555556,-4.625,56.125,14.09982082,22.99702173
2/6/95,2959,1995,2,37,Monday,154,71,15,-11.66666667,0,57,16.25651754,11.68298311
2/7/95,2960,1995,2,38,Tuesday,144,61,18,-9.444444444,3.375,63,35.06441975,13.23250186
2/8/95,2961,1995,2,39,Wednesday,126,53,16,-11.11111111,1.5,56.875,25.15651306,16.826932
2/9/95,2962,1995,2,40,Thursday,152,75,12,-4.444444444,25,72.5,30.9975649,9.292890921
2/10/95,2963,1995,2,41,Friday,142,58,12,-3.055555556,4.875,51.875,31.97536914,17.20150162
2/11/95,2964,1995,2,42,Saturday,162,63,17,-14.16666667,-13.25,52.375,65.77452251,25.29342034
2/12/95,2965,1995,2,43,Sunday,128,53,14,-13.61111111,2.375,62.875,18.85710218,16.92548772
2/13/95,2966,1995,2,44,Monday,152,76,10,-8.333333333,-0.75,49.25,33.29734756,14.99404681
2/14/95,2967,1995,2,45,Tuesday,133,60,12,-7.5,11.375,48.375,39.64973621,11.56390238
2/15/95,2968,1995,2,46,Wednesday,145,51,20,-0.833333333,21.375,69.5,21.36549428,7.987571915
2/16/95,2969,1995,2,47,Thursday,132,60,12,-3.888888889,18.25,71.75,32.91274317,14.33782266
2/17/95,2970,1995,2,48,Friday,144,71,16,0.555555556,18.75,42.125,51.1336185,9.175435967
2/18/95,2971,1995,2,49,Saturday,130,62,3,5.833333333,27,48.375,38.74815457,13.83660049
2/19/95,2972,1995,2,50,Sunday,121,50,18,3.333333333,28.375,81.625,20.79717129,18.62953625
2/20/95,2973,1995,2,51,Monday,144,69,16,4.722222222,28.25,69.125,32.15813855,14.82162936
2/21/95,2974,1995,2,52,Tuesday,126,56,12,-2.222222222,17.25,61.125,11.10698372,23.08370065
2/22/95,2975,1995,2,53,Wednesday,111,43,7,3.333333333,30,73,37.40742942,8.31660815
2/23/95,2976,1995,2,54,Thursday,132,56,10,5,21.5,51.875,39.20866565,17.25537562
2/24/95,2977,1995,2,55,Friday,129,61,13,0,17.5,48.875,11.94983156,20.03797635
2/25/95,2978,1995,2,56,Saturday,118,57,13,3.888888889,26.375,68.625,17.42681284,16.91791181
2/26/95,2979,1995,2,57,Sunday,127,66,14,-0.833333333,27.5,84,23.10316673,18.8744509
2/27/95,2980,1995,2,58,Monday,119,48,12,-0.277777778,28.625,89.375,12.92092518,19.91125935
2/28/95,2981,1995,2,59,Tuesday,136,58,14,-2.5,20.875,76.625,14.88806626,20.5417426
3/1/95,2982,1995,3,60,Wednesday,141,54,17,-8.611111111,3.75,56.25,17.68429393,17.25574721
3/2/95,2983,1995,3,61,Thursday,124,57,12,-8.055555556,6.625,53.875,22.28236471,13.21732011
3/3/95,2984,1995,3,62,Friday,137,63,13,-5,14,56.625,41.76071949,11.8377736
3/4/95,2985,1995,3,63,Saturday,124,60,7,-0.277777778,20.125,51.5,40.54797813,14.19064713
3/5/95,2986,1995,3,64,Sunday,124,55,11,1.666666667,32.75,89.5,35.33942441,8.691901051
3/6/95,2987,1995,3,65,Monday,134,60,18,0.555555556,32.125,92.75,25.75632985,16.47814879
3/7/95,2988,1995,3,66,Tuesday,118,56,16,-0.833333333,20.875,75.375,13.07000061,13.53157142
3/8/95,2989,1995,3,67,Wednesday,143,68,11,-4.722222222,12.375,64.375,18.70115185,22.48765163
3/9/95,2990,1995,3,68,Thursday,121,55,9,-4.166666667,18.875,62.375,32.76489709,15.54983082
3/10/95,2991,1995,3,69,Friday,118,57,11,4.722222222,35.5,64.75,34.35391663,16.65182689
3/11/95,2992,1995,3,70,Saturday,114,50,6,10.55555556,38.75,52.125,26.93582871,29.96140348
3/12/95,2993,1995,3,71,Sunday,120,49,14,14.72222222,44.25,52.5,28.01330617,33.32166352
3/13/95,2994,1995,3,72,Monday,132,62,11,16.38888889,44.25,50,52.47619614,22.32965435
3/14/95,2995,1995,3,73,Tuesday,117,57,11,16.11111111,44.375,51.875,64.21080285,19.72059382
3/15/95,2996,1995,3,74,Wednesday,89,30,13,15,43.375,76.25,61.7825897,22.83664903
3/16/95,2997,1995,3,75,Thursday,125,49,15,12.22222222,41,74.875,44.49949669,16.51450353
3/17/95,2998,1995,3,76,Friday,120,55,12,5.833333333,33.5,79.875,18.59735111,26.45110791
3/18/95,2999,1995,3,77,Saturday,137,65,14,9.444444444,40.5,64.75,28.69493461,24.54073887
3/19/95,3000,1995,3,78,Sunday,119,55,8,10,42.25,83.375,53.72703536,15.33491883
3/20/95,3001,1995,3,79,Monday,127,53,12,10.27777778,39.125,86,31.66582587,15.42588644
3/21/95,3002,1995,3,80,Tuesday,104,41,11,6.388888889,30.125,61.25,19.24638431,18.10154945
3/22/95,3003,1995,3,81,Wednesday,107,39,9,3.888888889,31.75,78.625,14.20017366,23.32642681
3/23/95,3004,1995,3,82,Thursday,120,47,9,2.222222222,28.75,79.875,7.590014142,25.88751151
3/24/95,3005,1995,3,83,Friday,131,66,10,2.777777778,22.375,56.875,14.18743179,26.59034396
3/25/95,3006,1995,3,84,Saturday,119,51,10,5.555555556,22.5,38.25,22.12466189,27.05409517
3/26/95,3007,1995,3,85,Sunday,114,49,10,6.388888889,25.375,41.75,25.06136762,25.58717112
3/27/95,3008,1995,3,86,Monday,135,67,11,5.277777778,36.25,89.375,19.49915102,16.86002808
3/28/95,3009,1995,3,87,Tuesday,123,59,10,5,37.625,89.625,20.62842876,6.430102505
3/29/95,3010,1995,3,88,Wednesday,134,57,11,4.444444444,33,76,25.32387229,10.01850573
3/30/95,3011,1995,3,89,Thursday,118,49,13,4.722222222,29.5,66.25,18.68774464,12.1706219
3/31/95,3012,1995,3,90,Friday,106,48,7,2.5,29.875,82,22.61021373,11.01190407
4/1/95,3013,1995,4,91,Saturday,111,45,12,2.777777778,26.75,54.625,20.32980111,14.7960485
