id,xspanish,complete_status,ppage,ppeduc,ppeducat,ppgender,ppethm,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,pprent,ppstaten,ppwork,Q1,Q2,Q3a,Q3b,Q4,QPID,POLIT200,ABCAGE,weights_pid
30252,English,qualified,40,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,West,Owned or being bought by you or someone in your household,Colorado,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.0684
30253,English,qualified,81,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Not working - retired,Approve,Not so concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.5376
30254,English,qualified,67,Associate degree,Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Utah,Not working - other,Approve,Not so concerned,Yes,By June 1,No,A Republican,"Yes, registered to vote at my current address",65+,.484
30255,English,qualified,67,"Some college, no degree",Some college,Male,"2+ Races, Non-Hispanic",1,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Working - as a paid employee,Approve,Not so concerned,Yes,By June 1,No,An Independent,"Yes, registered to vote at my current address",65+,.4817
30256,English,qualified,51,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - as a paid employee,Approve,Very concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.5896
30257,English,qualified,63,Associate degree,Some college,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Not working - retired,Approve,Somewhat concerned,Yes,By the end of summer,Yes,Something else,"Yes, registered to vote at my current address",50-64,1.0841
30258,English,qualified,71,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$25,000 to $29,999",Widowed,Metro area,MidWest,Owned or being bought by you or someone in your household,Kansas,Not working - retired,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",65+,.6636
30259,English,qualified,67,"Some college, no degree",Some college,Female,"Other, Non-Hispanic",3,A one-family house detached from any other house,"$25,000 to $29,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,California,Working - self-employed,Disapprove,Very concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",65+,.6008
30260,English,qualified,54,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$200,000 to $249,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.4942
30261,English,qualified,36,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,Hispanic,6 or more,A building with 2 or more apartments,"$75,000 to $84,999",Married,Metro area,West,Rented for cash,Colorado,Working - as a paid employee,Approve,Very concerned,Yes,By the end of summer,Yes,An Independent,"No, not registered to vote at my current address",30-49,1.9136
30262,English,qualified,70,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - self-employed,Disapprove,Somewhat concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",65+,.5984
30263,English,qualified,40,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",6 or more,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro area,West,Rented for cash,California,Working - self-employed,Disapprove,Not so concerned,Yes,By June 1,Yes,A Democrat,"No, not registered to vote at my current address",30-49,1.0388
30264,English,qualified,58,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"Black, Non-Hispanic",2,A one-family house attached to one or more houses,"$50,000 to $59,999",Married,Metro area,NorthEast,Rented for cash,Pennsylvania,Not working - retired,Disapprove,Very concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,1.7781
30265,English,qualified,69,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A building with 2 or more apartments,"$30,000 to $34,999",Divorced,Metro area,South,Rented for cash,Arkansas,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",65+,.5272
30266,English,qualified,66,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - as a paid employee,Disapprove,Very concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.4739
30267,English,qualified,57,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,Non-metro area,South,Owned or being bought by you or someone in your household,Virginia,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,No,A Democrat,"Yes, registered to vote at my current address",50-64,.4111
30268,English,qualified,65,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Kentucky,Not working - retired,Approve,Not so concerned,No, ,No,An Independent,"Yes, registered to vote at my current address",65+,1.0259
30269,English,qualified,79,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - self-employed,Approve,Somewhat concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",65+,.9458
30270,English,qualified,69,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Not working - retired,Approve,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",65+,.6423
30271,English,qualified,73,Associate degree,Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",65+,.5735
30272,English,qualified,54,Associate degree,Some college,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Working - as a paid employee,Approve,Somewhat concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.8147
30273,English,qualified,33,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Tennessee,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",30-49,.8598
30274,English,qualified,51,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Working - self-employed,Disapprove,Very concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.6528
30275,Spanish,qualified,46,7th or 8th grade,Less than high school,Male,Hispanic,5,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Not working - disabled,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,Not sure,30-49,2.0119
30276,English,qualified,27,Bachelor's degree,Bachelors degree or higher,Male,"2+ Races, Non-Hispanic",2,A one-family house attached to one or more houses,"$50,000 to $59,999",Divorced,Metro area,West,Rented for cash,Utah,Working - as a paid employee,Disapprove,Not so concerned,Yes,By June 1,No,A Democrat,"Yes, registered to vote at my current address",18-29,.5791
30277,English,qualified,56,"Some college, no degree",Some college,Male,"Other, Non-Hispanic",1,A one-family house detached from any other house,"$35,000 to $39,999",Separated,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Not working - retired,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"No, not registered to vote at my current address",50-64,.4287
30278,English,qualified,68,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$150,000 to $174,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,California,Not working - retired,Disapprove,Very concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.405
30279,Spanish,qualified,32,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,Hispanic,3,A building with 2 or more apartments,"$75,000 to $84,999",Married,Metro area,South,Rented for cash,North Carolina,Working - as a paid employee,Approve,Very concerned,Yes,By July 1,No,An Independent,"No, not registered to vote at my current address",30-49,2.0715
30280,English,qualified,41,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"Black, Non-Hispanic",3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Nevada,Not working - looking for work,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,2.6848
30281,English,qualified,67,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",1,A mobile home,"$15,000 to $19,999",Widowed,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Working - as a paid employee,Approve,Very concerned,Yes,By the end of summer,No,Something else,"No, not registered to vote at my current address",65+,1.7115
30282,English,qualified,46,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Tennessee,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.6845
30283,English,qualified,66,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of summer,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",65+,.5266
30284,English,qualified,52,Associate degree,Some college,Female,Hispanic,3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Working - as a paid employee,Approve,Very concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,1.1364
30285,English,qualified,55,Associate degree,Some college,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Not working - other,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",50-64,1.0872
30286,English,qualified,48,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,Hispanic,4,A building with 2 or more apartments,"$30,000 to $34,999",Married,Metro area,West,Rented for cash,California,Not working - disabled,Disapprove,Very concerned,Yes,By June 1,Yes,An Independent,"No, not registered to vote at my current address",30-49,2.2354
30287,English,qualified,36,Associate degree,Some college,Female,"White, Non-Hispanic",5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Did not leave home in the past week,A Democrat,"No, not registered to vote at my current address",30-49,.6728
30288,English,qualified,52,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$150,000 to $174,999",Separated,Metro area,South,Owned or being bought by you or someone in your household,Florida,Working - as a paid employee,Approve,Very concerned,Yes,By July 1,No,A Republican,"Yes, registered to vote at my current address",50-64,1.8209
30289,English,qualified,72,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$85,000 to $99,999",Widowed,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.5013
30290,English,qualified,32,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,Hispanic,6 or more,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro area,West,Owned or being bought by you or someone in your household,Washington,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"No, not registered to vote at my current address",30-49,1.6132
30291,English,qualified,59,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$85,000 to $99,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Working - as a paid employee,Disapprove,Very concerned,No, ,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.5873
30292,English,qualified,39,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Utah,Not working - other,Approve,Very concerned,Yes,By the end of summer,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",30-49,.8066
30293,English,qualified,58,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Working - as a paid employee,Approve,Not so concerned,No, ,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.6035
30294,English,qualified,81,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Not working - retired,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Republican,"Yes, registered to vote at my current address",65+,.6423
30295,English,qualified,77,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$12,500 to $14,999",Married,Non-metro area,South,Owned or being bought by you or someone in your household,Louisiana,Not working - retired,Approve,Somewhat concerned,Yes,By the end of summer,Yes,A Republican,"Yes, registered to vote at my current address",65+,1.0696
30296,English,qualified,31,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Working - as a paid employee,Disapprove,Somewhat concerned,No, ,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",30-49,1.1565
30297,English,qualified,67,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"Less than $5,000",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Not working - other,Approve,Somewhat concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.5673
30298,English,qualified,36,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Working - self-employed,Disapprove,Somewhat concerned,Yes,By the end of the year,No,An Independent,"Yes, registered to vote at my current address",30-49,.9904
30299,English,qualified,56,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - as a paid employee,Approve,Somewhat concerned,Yes,By the end of summer,Yes,A Republican,"Yes, registered to vote at my current address",50-64,1.223
30300,English,qualified,72,Associate degree,Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Kentucky,Not working - retired,Approve,Not so concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.6221
30301,English,qualified,33,Master's degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.7863
30302,English,qualified,42,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"No, not registered to vote at my current address",30-49,.4137
30303,English,qualified,36,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,New Hampshire,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.0011
30304,English,qualified,72,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Not working - retired,Disapprove,Somewhat concerned,Yes,By June 1,No,A Republican,"Yes, registered to vote at my current address",65+,.6379
30305,English,qualified,59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.7541
30306,English,qualified,60,Bachelor's degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",1,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Working - self-employed,Approve,Somewhat concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.5899
30307,English,qualified,64,"Some college, no degree",Some college,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Working - as a paid employee,Approve,Not so concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.8016
30308,English,qualified,62,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$100,000 to $124,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.9906
30309,English,qualified,40,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$40,000 to $49,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.592
30310,English,qualified,44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Disapprove,Very concerned,Yes,By July 1,No,A Democrat,"Yes, registered to vote at my current address",30-49,1.1625
30311,English,qualified,42,"Some college, no degree",Some college,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro area,MidWest,Rented for cash,Indiana,Working - as a paid employee,Approve,Very concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.9923
30312,English,qualified,42,"Some college, no degree",Some college,Female,"2+ Races, Non-Hispanic",4,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,No,A Democrat,"Yes, registered to vote at my current address",30-49,.724
30313,English,qualified,51,Associate degree,Some college,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.7302
30314,English,qualified,50,Master's degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of summer,No,A Democrat,"Yes, registered to vote at my current address",50-64,1.6762
30315,English,qualified,74,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",1,A mobile home,"$20,000 to $24,999",Divorced,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Not working - retired,Disapprove,Very concerned,Yes,By June 1,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",65+,1.0872
30316,English,qualified,72,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Not working - retired,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.4384
30317,English,qualified,47,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,Hispanic,3,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Approve,Somewhat concerned,No, ,Yes,A Republican,Not sure,30-49,1.8077
30318,English,qualified,75,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Non-metro area,South,Owned or being bought by you or someone in your household,West Virginia,Not working - retired,Disapprove,Somewhat concerned,No, ,Did not leave home in the past week,A Republican,"Yes, registered to vote at my current address",65+,.5131
30319,English,qualified,32,Associate degree,Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro area,South,Rented for cash,Tennessee,Working - as a paid employee,Approve,Not concerned at all,Yes,By June 1,No,A Republican,"Yes, registered to vote at my current address",30-49,1.0404
30320,English,qualified,34,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,No,A Democrat,"Yes, registered to vote at my current address",30-49,.7239
30321,English,qualified,48,Associate degree,Some college,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Tennessee,Not working - other,Approve,Not so concerned,No, ,No,A Republican,"Yes, registered to vote at my current address",30-49,1.0137
30322,English,qualified,68,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Not working - retired,Disapprove,Somewhat concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.5266
30323,English,qualified,71,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Working - as a paid employee,Approve,Somewhat concerned,No, ,Yes,A Republican,"Yes, registered to vote at my current address",65+,.4198
30324,English,qualified,52,9th grade,Less than high school,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Oklahoma,Not working - disabled,Approve,Not so concerned,Yes,By May 1,No,A Republican,"Yes, registered to vote at my current address",50-64,1.6403
30325,English,qualified,83,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Florida,Working - as a paid employee,Approve,Very concerned,Yes,By the end of summer,Yes,A Republican,"Yes, registered to vote at my current address",65+,.5662
30326,English,qualified,52,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro area,West,Rented for cash,Washington,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.718
30327,English,qualified,63,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.7644
30328,English,qualified,37,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - as a paid employee,Approve,Not so concerned,No, ,No,A Republican,"No, not registered to vote at my current address",30-49,1.3631
30329,English,qualified,39,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro area,MidWest,Rented for cash,Ohio,Working - as a paid employee,Disapprove,Somewhat concerned,No, ,No,An Independent,"No, not registered to vote at my current address",30-49,2.0075
30330,English,qualified,35,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro area,West,Rented for cash,Arizona,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of the year,No,An Independent,"Yes, registered to vote at my current address",30-49,.9839
30331,English,qualified,41,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Idaho,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of the year,No,An Independent,"Yes, registered to vote at my current address",30-49,1.0684
30332,English,qualified,65,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Not working - retired,Disapprove,Very concerned,Yes,Longer than that,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",65+,.4002
30333,English,qualified,50,No formal education,Less than high school,Male,Hispanic,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro area,South,Rented for cash,Texas,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,2.0454
