"","year","country","countryNUM","ccodeiso","incDiocese","decDiocese","sumDiocese","state3","polity2","cathpct","cathpop","propenpt","jewpct","nonCathVsChristian","gdp","gdpChange","nonCathVsCath","hogCatholic","hogrel","hogideo","cathPreferredReligion","cathCompositeScore","cathReligiousEducationCompositeScore","cathFinancialCompositeScore","cathRegulatoryBurdenCompositeScore","cathFreeExerciseCompositeScore","incDiocese_lag","decDiocese_lag","sumDiocese_lag","state3_lag","polity2_lag","cathpct_lag","cathpop_lag","propenpt_lag","jewpct_lag","nonCathVsChristian_lag","gdp_lag","gdpChange_lag","nonCathVsCath_lag","hogCatholic_lag","hogrel_lag","hogideo_lag","cathPreferredReligion_lag","cathCompositeScore_lag","cathReligiousEducationCompositeScore_lag","cathFinancialCompositeScore_lag","cathRegulatoryBurdenCompositeScore_lag","cathFreeExerciseCompositeScore_lag","anyDiocese"
"2001",1977,"Japan",19,"JPN",0,0,0,"None",10,0.3245052,366911,0.5514945,0.0010976,0,12063.85498,3.3840788952723,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.3323765,372238,0.5580642,0.0010786,0,11668.9679,2.86665299938362,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2002",1978,"Japan",19,"JPN",0,0,0,"None",10,0.3166344,361136,0.5449259,0.001117,0,12584.8783,4.31887917140727,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.3245052,366911,0.5514945,0.0010976,0,12063.85498,3.3840788952723,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2003",1979,"Japan",19,"JPN",0,0,0,"None",10,0.3087624,355056,0.5383576,0.0011357,0,13163.09713,4.59455241613262,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.3166344,361136,0.5449259,0.001117,0,12584.8783,4.31887917140727,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2004",1980,"Japan",19,"JPN",0,0,0,"None",10,0.3008909,348769,0.5317875,0.0011552,0,13427.72994,2.01041447454546,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.3087624,355056,0.5383576,0.0011357,0,13163.09713,4.59455241613262,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2005",1981,"Japan",19,"JPN",0,0,0,"None",10,0.2930195,342310,0.525219,0.0011744,0,13754.45171,2.43318693077619,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.3008909,348769,0.5317875,0.0011552,0,13427.72994,2.01041447454546,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2006",1982,"Japan",19,"JPN",0,0,0,"None",10,0.2851483,335645,0.5186506,0.0011928,0,14078.3704,2.35500983121342,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2930195,342310,0.525219,0.0011744,0,13754.45171,2.43318693077619,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2007",1983,"Japan",19,"JPN",0,0,0,"None",10,0.2772773,328718,0.5120804,0.0012121,0,14306.87289,1.62307485531139,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2851483,335645,0.5186506,0.0011928,0,14078.3704,2.35500983121342,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2008",1984,"Japan",19,"JPN",0,0,0,"None",10,0.2694057,321452,0.5055116,0.0012312,0,14772.58696,3.25517723950366,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2772773,328718,0.5120804,0.0012121,0,14306.87289,1.62307485531139,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2009",1985,"Japan",19,"JPN",0,0,0,"None",10,0.2615347,313812,0.498943,0.0012501,0,15331.25084,3.78176064566556,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2694057,321452,0.5055116,0.0012312,0,14772.58696,3.25517723950366,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2010",1986,"Japan",19,"JPN",0,0,0,"None",10,0.2536635,305795,0.4923748,0.0012692,0,15679.38106,2.27072287599464,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2615347,313812,0.498943,0.0012501,0,15331.25084,3.78176064566556,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2011",1987,"Japan",19,"JPN",0,0,0,"None",10,0.245792,297462,0.4858049,0.001289,0,16251.29386,3.64754704163048,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2536635,305795,0.4923748,0.0012692,0,15679.38106,2.27072287599464,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2012",1988,"Japan",19,"JPN",0,0,0,"None",10,0.2379206,288914,0.4792357,0.0013077,0,17184.63784,5.74319797574567,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.245792,297462,0.4858049,0.001289,0,16251.29386,3.64754704163048,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2013",1989,"Japan",19,"JPN",0,0,0,"None",10,0.2300496,280272,0.4726681,0.0013264,0,17942.51366,4.41019372684086,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2379206,288914,0.4792357,0.0013077,0,17184.63784,5.74319797574567,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2014",1990,"Japan",19,"JPN",0,0,0,"None",10,0.222178,271611,0.4660984,0.0013456,0,18789.07132,4.71816645115486,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2300496,280272,0.4726681,0.0013264,0,17942.51366,4.41019372684086,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2015",1991,"Japan",19,"JPN",0,0,0,"None",10,0.2143069,262960,0.4595293,0.0013651,0,19354.57847,3.00976637093313,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.222178,271611,0.4660984,0.0013456,0,18789.07132,4.71816645115486,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2016",1992,"Japan",19,"JPN",0,0,0,"None",10,0.2064347,254287,0.452961,0.0013565,0,19482.49845,0.660928783327819,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2143069,262960,0.4595293,0.0013651,0,19354.57847,3.00976637093313,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2017",1993,"Japan",19,"JPN",0,0,0,"None",10,0.198564,245542,0.4463918,0.0013473,0,19477.66565,-0.0248058533786288,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.2064347,254287,0.452961,0.0013565,0,19482.49845,0.660928783327819,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2018",1994,"Japan",19,"JPN",0,0,0,"None",10,0.1906922,236652,0.4398229,0.0013384,0,19637.1483,0.818797554418449,0,"Non-Christian","0","L",0,1,1,1.5,2,2,0,0,0,"None",10,0.198564,245542,0.4463918,0.0013473,0,19477.66565,-0.0248058533786288,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2019",1995,"Japan",19,"JPN",0,0,0,"None",10,0.1828213,227582,0.4332533,0.0013303,0,19979.41125,1.74293611664582,0,"Non-Christian","0","L",0,1,1,1.5,2,2,0,0,0,"None",10,0.1906922,236652,0.4398229,0.0013384,0,19637.1483,0.818797554418449,0,"Non-Christian","0","L",0,1,1,1.5,2,2,0
"2020",1996,"Japan",19,"JPN",0,0,0,"None",10,0.1829265,228283,0.432355,0.0013214,0,20615.69313,3.18468783708528,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0,0,0,"None",10,0.1828213,227582,0.4332533,0.0013303,0,19979.41125,1.74293611664582,0,"Non-Christian","0","L",0,1,1,1.5,2,2,0
"2021",1997,"Japan",19,"JPN",0,0,0,"None",10,0.1830319,228879,0.4314551,0.0013123,0,20929.03141,1.51990174681069,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1829265,228283,0.432355,0.0013214,0,20615.69313,3.18468783708528,0,"Non-Christian","0","R",0,1,1,1.5,2,2,0
"2022",1998,"Japan",19,"JPN",0,0,0,"None",10,0.1831362,229409,0.430556,0.0013036,0,20266.72571,-3.16453106226191,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1830319,228879,0.4314551,0.0013123,0,20929.03141,1.51990174681069,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2023",1999,"Japan",19,"JPN",0,0,0,"None",10,0.1832414,229934,0.4296564,0.001295,0,20197.67626,-0.340703530447095,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1831362,229409,0.430556,0.0013036,0,20266.72571,-3.16453106226191,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2024",2000,"Japan",19,"JPN",0,0,0,"None",10,0.1833461,230493,0.4287574,0.0012862,0,20737.60544,2.67322425139218,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1832414,229934,0.4296564,0.001295,0,20197.67626,-0.340703530447095,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2025",2001,"Japan",19,"JPN",0,0,0,"None",10,0.1830466,230591,0.4254737,0.0012772,0,20736.12292,-0.00714894496516294,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1833461,230493,0.4287574,0.0012862,0,20737.60544,2.67322425139218,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2026",2002,"Japan",19,"JPN",0,0,0,"None",10,0.1827467,230716,0.4221916,0.0012689,0,20755.27373,0.092354824833385,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1830466,230591,0.4254737,0.0012772,0,20736.12292,-0.00714894496516294,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2027",2003,"Japan",19,"JPN",0,0,0,"None",10,0.1824474,230839,0.4189092,0.0012598,0,21091.91413,1.62195114542583,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1827467,230716,0.4221916,0.0012689,0,20755.27373,0.092354824833385,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2028",2004,"Japan",19,"JPN",0,0,0,"None",10,0.1821478,230914,0.4156259,0.0012511,0,21576.27079,2.29640921641661,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1824474,230839,0.4189092,0.0012598,0,21091.91413,1.62195114542583,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2029",2005,"Japan",19,"JPN",0,0,0,"None",10,0.1818485,230909,0.412343,0.0012427,0,21976.39116,1.85444636793048,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1821478,230914,0.4156259,0.0012511,0,21576.27079,2.29640921641661,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2030",2006,"Japan",19,"JPN",0,0,0,"None",10,0.1815489,230814,0.4090603,0.0012341,0,22419.78591,2.01759582258909,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1818485,230909,0.412343,0.0012427,0,21976.39116,1.85444636793048,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2031",2007,"Japan",19,"JPN",0,0,0,"None",10,0.1812488,230637,0.4057773,0.0012252,0,22950.20128,2.36583601703091,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1815489,230814,0.4090603,0.0012341,0,22419.78591,2.01759582258909,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2032",2008,"Japan",19,"JPN",0,0,0,"None",10,0.1809488,230383,0.4024947,0.0012166,0,22815.51285,-0.586872543542249,0,"Non-Christian","0","R",0,1,1,2,2,2,0,0,0,"None",10,0.1812488,230637,0.4057773,0.0012252,0,22950.20128,2.36583601703091,0,"Non-Christian","0","R",0,1,1,2,2,2,0
"2035",1902,"Mexico",20,"MEX",1,0,1,"Increase",-9,99.36,13835284,0.3963259,0.0704878,0,1347.885501,-8.06681676051912,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0,0,0,"None",-9,99.38,13682763,0.3884988,0.0704889,0,1466.157761,7.34467934755261,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2036",1903,"Mexico",20,"MEX",1,0,1,"Increase",-9,99.34,13982925,0.404161,0.0704897,0,1482.746354,10.0053641722495,0,"Non-Christian","0","C",1,2,1,2,0.75,2,1,0,1,"Increase",-9,99.36,13835284,0.3963259,0.0704878,0,1347.885501,-8.06681676051912,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2037",1904,"Mexico",20,"MEX",0,0,0,"None",-9,99.32,14125688,0.4119909,0.0704874,0,1492.328266,0.646227318256476,0,"Non-Christian","0","C",1,2,1,2,0.75,2,1,0,1,"Increase",-9,99.34,13982925,0.404161,0.0704897,0,1482.746354,10.0053641722495,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2038",1905,"Mexico",20,"MEX",0,0,0,"None",-9,99.3,14263576,0.4198098,0.0704881,0,1629.673467,9.2034175140391,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0,0,0,"None",-9,99.32,14125688,0.4119909,0.0704874,0,1492.328266,0.646227318256476,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2039",1906,"Mexico",20,"MEX",1,0,1,"Increase",-9,99.28,14396593,0.4276464,0.0704848,0,1594.255803,-2.17329819237955,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0,0,0,"None",-9,99.3,14263576,0.4198098,0.0704881,0,1629.673467,9.2034175140391,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2040",1907,"Mexico",20,"MEX",0,0,0,"None",-9,99.26,14524741,0.435467,0.0704844,0,1669.051513,4.69157520764565,0,"Non-Christian","0","C",1,2,1,2,0.75,2,1,0,1,"Increase",-9,99.28,14396593,0.4276464,0.0704848,0,1594.255803,-2.17329819237955,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2041",1908,"Mexico",20,"MEX",0,0,0,"None",-9,99.24,14648022,0.4433002,0.0704869,0,1649.299002,-1.18345724180174,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0,0,0,"None",-9,99.26,14524741,0.435467,0.0704844,0,1669.051513,4.69157520764565,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2042",1909,"Mexico",20,"MEX",0,0,0,"None",-9,99.22,14766441,0.4511197,0.0704854,0,1680.002667,1.86161908560956,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0,0,0,"None",-9,99.24,14648022,0.4433002,0.0704869,0,1649.299002,-1.18345724180174,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2043",1910,"Mexico",20,"MEX",0,0,0,"None",-9,99.2,14880000,0.45896,0.0704867,0,1693.533333,0.805395507148932,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0,0,0,"None",-9,99.22,14766441,0.4511197,0.0704854,0,1680.002667,1.86161908560956,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2044",1911,"Mexico",20,"MEX",0,0,0,"None",0,98.991,14838751,0.4632088,0.070487,0,1706.737825,0.779700744160072,0,"Non-Christian","0",NA,1,2,1,2,0,2,0,0,0,"None",-9,99.2,14880000,0.45896,0.0704867,0,1693.533333,0.805395507148932,0,"Non-Christian","0","C",1,2,1,2,0.75,2,0
"2046",1913,"Mexico",20,"MEX",1,0,1,"Increase",0,98.573,14756378,0.4717168,0.0704876,0,1731.529726,0.770455678127258,0,"Non-Christian","0",NA,1,2,1,2,0,2,0,0,0,"None",0,98.78201,14797544,0.4674566,0.0704873,0,1718.291055,0.676918846630703,0,"Non-Christian","0","C",1,2,1,2,0,2,0
"2049",1916,"Mexico",20,"MEX",0,0,0,"None",0,97.946,14633132,0.4931058,0.0704886,0,1770.147256,0.737348625808032,0,"Non-Christian","0","R",1,2,1,2,0,2,0,0,0,"None",0,98.15501,14674173,0.4878261,0.0704883,0,1757.190635,0.737964732170626,0,"Non-Christian","0","C",1,2,1,2,0,2,0
"2050",1917,"Mexico",20,"MEX",0,0,0,"None",-1,97.737,14592134,0.4985197,0.070489,0,1783.255191,0.740499693207441,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",0,97.946,14633132,0.4931058,0.0704886,0,1770.147256,0.737348625808032,0,"Non-Christian","0","R",1,2,1,2,0,2,0
"2051",1918,"Mexico",20,"MEX",0,0,0,"None",-1,97.528,14551178,0.5040818,0.0748056,0,1796.447721,0.739800454056261,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-1,97.737,14592134,0.4985197,0.070489,0,1783.255191,0.740499693207441,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2052",1919,"Mexico",20,"MEX",0,0,0,"None",-1,97.319,14510263,0.5098323,0.0787659,0,1809.725017,0.739086133417177,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-1,97.528,14551178,0.5040818,0.0748056,0,1796.447721,0.739800454056261,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2053",1920,"Mexico",20,"MEX",0,0,0,"None",-1,97.11,14469390,0.5157852,0.0827181,0,1823.087248,0.738356981004262,0,"Non-Christian","0",NA,1,1,1,1,0.75,1.6667,0,0,0,"None",-1,97.319,14510263,0.5098323,0.0787659,0,1809.725017,0.739086133417177,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2055",1922,"Mexico",20,"MEX",2,0,2,"Increase",-1,97.228,14709624,0.5553374,0.0906273,0,1850.353625,0.78628409704331,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-1,97.16901,14473323,0.5219604,0.0866734,0,1835.918093,0.703797638542847,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2056",1923,"Mexico",20,"MEX",0,0,0,"None",-1,97.28699,14950093,0.5902909,0.0945858,0,1884.102297,1.82390390377407,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,2,0,2,"Increase",-1,97.228,14709624,0.5553374,0.0906273,0,1850.353625,0.78628409704331,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2057",1924,"Mexico",20,"MEX",0,0,0,"None",-3,97.346,15194737,0.6254853,0.0985393,0,1825.036838,-3.13493906854464,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-1,97.28699,14950093,0.5902909,0.0945858,0,1884.102297,1.82390390377407,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2058",1925,"Mexico",20,"MEX",0,0,0,"None",-3,97.405,15442589,0.6609562,0.1024915,0,1908.035827,4.54779800998186,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-3,97.346,15194737,0.6254853,0.0985393,0,1825.036838,-3.13493906854464,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2059",1926,"Mexico",20,"MEX",0,0,0,"None",-3,97.47021,15695628,0.6967459,0.1064522,0,1991.181767,4.3576718436535,0,"Non-Christian","0","R",1,1,1,1,0.75,1.25,0,0,0,"None",-3,97.405,15442589,0.6609562,0.1024915,0,1908.035827,4.54779800998186,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2060",1927,"Mexico",20,"MEX",0,0,0,"None",-3,97.53242,15952403,0.7328625,0.110406,0,1874.786011,-5.8455615619345,0,"Non-Christian","0","R",1,1,1,1,0.75,1.25,0,0,0,"None",-3,97.47021,15695628,0.6967459,0.1064522,0,1991.181767,4.3576718436535,0,"Non-Christian","0","R",1,1,1,1,0.75,1.25,0
"2061",1928,"Mexico",20,"MEX",0,0,0,"None",-3,97.59464,16213397,0.7693553,0.1143622,0,1856.738699,-0.96263316955163,0,"Non-Christian","0","R",1,1,1,1,0.75,1.25,0,0,0,"None",-3,97.53242,15952403,0.7328625,0.110406,0,1874.786011,-5.8455615619345,0,"Non-Christian","0","R",1,1,1,1,0.75,1.25,0
"2062",1929,"Mexico",20,"MEX",0,0,0,"None",-3,97.65685,16479593,0.8062755,0.118317,0,1757.214815,-5.36014486333491,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-3,97.59464,16213397,0.7693553,0.1143622,0,1856.738699,-0.96263316955163,0,"Non-Christian","0","R",1,1,1,1,0.75,1.25,0
"2063",1930,"Mexico",20,"MEX",0,0,0,"None",-6,97.71906,16783249,0.8435808,0.1222707,0,1617.874818,-7.92959379869558,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-3,97.65685,16479593,0.8062755,0.118317,0,1757.214815,-5.36014486333491,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2064",1931,"Mexico",20,"MEX",0,0,0,"None",-6,97.61227,17062626,0.8554462,0.1200458,0,1643.020595,1.55424738182679,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,97.71906,16783249,0.8435808,0.1222707,0,1617.874818,-7.92959379869558,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2065",1932,"Mexico",20,"MEX",0,0,0,"None",-6,97.50549,17346226,0.867864,0.117819,0,1372.512648,-16.4640630691547,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,97.61227,17062626,0.8554462,0.1200458,0,1643.020595,1.55424738182679,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2066",1933,"Mexico",20,"MEX",0,0,0,"None",-6,97.3987,17643775,0.8808943,0.1155893,0,1501.021253,9.3630179064113,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,97.50549,17346226,0.867864,0.117819,0,1372.512648,-16.4640630691547,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2067",1934,"Mexico",20,"MEX",0,0,0,"None",-6,97.29191,17945493,0.894611,0.1133641,0,1573.922472,4.85677460291098,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,97.3987,17643775,0.8808943,0.1155893,0,1501.021253,9.3630179064113,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2068",1935,"Mexico",20,"MEX",0,0,0,"None",-6,97.18513,18252339,0.9091156,0.1111336,0,1660.348224,5.49110604477094,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,97.29191,17945493,0.894611,0.1133641,0,1573.922472,4.85677460291098,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2069",1936,"Mexico",20,"MEX",0,0,0,"None",-6,97.07834,18483716,0.9310872,0.1089076,0,1768.434874,6.50987837597132,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,97.18513,18252339,0.9091156,0.1111336,0,1660.348224,5.49110604477094,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2070",1937,"Mexico",20,"MEX",0,0,0,"None",-6,96.97156,18783390,0.9537635,0.1066804,0,1795.869902,1.55137338690596,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,97.07834,18483716,0.9310872,0.1089076,0,1768.434874,6.50987837597132,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2071",1938,"Mexico",20,"MEX",0,0,0,"None",-6,96.86477,19087202,0.9775336,0.1044557,0,1794.265415,-0.0893431644582332,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,96.97156,18783390,0.9537635,0.1066804,0,1795.869902,1.55137338690596,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2072",1939,"Mexico",20,"MEX",0,0,0,"None",-6,96.75798,19397072,1.002539,0.1022248,0,1858.033621,3.55400073294061,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,96.86477,19087202,0.9775336,0.1044557,0,1794.265415,-0.0893431644582332,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2073",1940,"Mexico",20,"MEX",0,0,0,"None",-6,96.65119,19710077,1.028922,0.1,0,1851.959006,-0.326937840701214,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,96.75798,19397072,1.002539,0.1022248,0,1858.033621,3.55400073294061,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2074",1941,"Mexico",20,"MEX",0,0,0,"None",-6,96.38029,20196489,1.074593,0.0962109,0,1949.463135,5.26491832076763,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,96.65119,19710077,1.028922,0.1,0,1851.959006,-0.326937840701214,0,"Non-Christian","0","L",1,1,1,1,0.75,1.6667,0
"2075",1942,"Mexico",20,"MEX",0,0,0,"None",-6,96.10938,20694273,1.121647,0.0924206,0,2032.045328,4.23615053382376,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,96.38029,20196489,1.074593,0.0962109,0,1949.463135,5.26491832076763,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2076",1943,"Mexico",20,"MEX",0,0,0,"None",-6,95.83849,21204266,1.170242,0.0886328,0,2051.389831,0.95197202215167,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,96.10938,20694273,1.121647,0.0924206,0,2032.045328,4.23615053382376,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2077",1944,"Mexico",20,"MEX",0,0,0,"None",-6,95.56759,21726335,1.220507,0.0848421,0,2159.496789,5.2699373062262,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,95.83849,21204266,1.170242,0.0886328,0,2051.389831,0.95197202215167,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2078",1945,"Mexico",20,"MEX",0,0,0,"None",-6,95.29668,22608186,1.269394,0.0810529,0,2133.83072,-1.1885208225702,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,95.56759,21726335,1.220507,0.0848421,0,2159.496789,5.2699373062262,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2079",1946,"Mexico",20,"MEX",0,0,0,"None",-6,95.02578,23356248,1.321355,0.0772656,0,2210.584525,3.59699596976466,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,95.29668,22608186,1.269394,0.0810529,0,2133.83072,-1.1885208225702,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2080",1947,"Mexico",20,"MEX",0,0,0,"None",-6,94.75488,24129908,1.375164,0.0734756,0,2221.439376,0.491039852909481,0,"Non-Christian","0","C",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,95.02578,23356248,1.321355,0.0772656,0,2210.584525,3.59699596976466,0,"Non-Christian","0","R",1,1,1,1,0.75,1.6667,0
"2081",1948,"Mexico",20,"MEX",0,0,0,"None",-6,94.48398,24930011,1.430983,0.0696862,0,2247.949868,1.19339254928199,0,"Non-Christian","0","C",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,94.75488,24129908,1.375164,0.0734756,0,2221.439376,0.491039852909481,0,"Non-Christian","0","C",1,1,1,1,0.75,1.6667,0
"2082",1949,"Mexico",20,"MEX",0,0,0,"None",-6,94.21308,25757435,1.489018,0.0658972,0,2304.364169,2.50958892825273,0,"Non-Christian","0","C",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,94.48398,24930011,1.430983,0.0696862,0,2247.949868,1.19339254928199,0,"Non-Christian","0","C",1,1,1,1,0.75,1.6667,0
"2083",1950,"Mexico",20,"MEX",2,0,2,"Increase",-6,93.94218,26581422,1.549846,0.0621088,0,2365.019284,2.63218443577526,0,"Non-Christian","0","C",1,1,1,1,0.75,1.6667,0,0,0,"None",-6,94.21308,25757435,1.489018,0.0658972,0,2304.364169,2.50958892825273,0,"Non-Christian","0","C",1,1,1,1,0.75,1.6667,0
