age,age_factor,race,educ,income,ideology_factor,gender_factor,SelectTrump,condition,openResponse,codeCorrect
75,"(66,90.1]",Non-Hispanic White,BA Degree,3,Republican,Male,1,Control,his biography,Correct
55,"(42,66]",Non-Hispanic White,HS,4,Republican,Male,0,United,something about making his supporters happy. ,Correct
45,"(42,66]",Non-Hispanic White,BA Degree,4,Republican,Male,0,United,trump not pleasing to mary,Incorrect
74,"(66,90.1]",Non-Hispanic White,Some College,3,Republican,Male,0,Disunited,upsetting conservative supporters,Correct
67,"(66,90.1]",Non-Hispanic White,BA Degree,3,Republican,Male,0,Disunited,upsetting his conservative followers,Correct
60,"(42,66]",Non-Hispanic White,Some College,3,Republican,Male,1,Disunited,it was about how he upset some of his conservative supporters.,Correct
62,"(42,66]",Non-Hispanic White,BA Degree,3,Democrat,Male,0,Control,his biography of his life and how he achieved the position of president.,Correct
69,"(66,90.1]",Non-Hispanic White,BA Degree,4,Republican,Male,0,United,support republican views,Correct
72,"(66,90.1]",Non-Hispanic White,Some College,4,Republican,Male,1,Disunited,giving his opinion,Incorrect
53,"(42,66]",Non-Hispanic White,Some College,4,Republican,Male,0,Disunited,upsetting conservatives. ,Correct
66,"(42,66]",Non-Hispanic White,Some College,4,Republican,Male,1,Disunited,president trump upsetting republicans,Correct
24,"(17.9,42]",Hispanic,Some College,3,Republican,Male,1,United,heâ€™s a good president ,Incorrect
64,"(42,66]",Non-Hispanic Black,BA Degree,4,Independent,Male,1,Disunited,na,Incorrect
63,"(42,66]",Asian,Some College,3,Democrat,Male,0,United,don't remember,Incorrect
21,"(17.9,42]",Asian,Some College,5,Democrat,Male,0,United,trump pleasing some of his supporters ,Correct
56,"(42,66]",Hispanic,HS,5,Independent,Male,0,United,he had ties with the russians for the presidence,Incorrect
52,"(42,66]",Asian,MA Degree,3,Democrat,Male,1,Control,joke,Incorrect
56,"(42,66]",Non-Hispanic Black,BA Degree,4,Independent,Male,0,United,can't remember...,Incorrect
66,"(42,66]",Non-Hispanic Black,HS,3,Republican,Male,1,Control,don't know,Incorrect
54,"(42,66]",Asian,BA Degree,3,Democrat,Male,0,Disunited,"as soon as i saw it involved him, i moved on to the next story.",Incorrect
22,"(17.9,42]",Asian,BA Degree,3,Democrat,Male,0,Disunited,republicans,Incorrect
62,"(42,66]",Hispanic,Some College,5,Republican,Male,0,United,suckingbup 2 base,Correct
84,"(66,90.1]",Non-Hispanic Black,MA Degree,4,Independent,Male,0,United,have no idea.  i did not read about the liar.,Incorrect
71,"(66,90.1]",Non-Hispanic Black,HS,4,Republican,Male,0,Control,basic information,Correct
55,"(42,66]",Non-Hispanic Black,MA Degree,5,Independent,Male,0,United,pleasing his conservative base,Correct
64,"(42,66]",Asian,BA Degree,5,Republican,Male,1,United,pleasing conservative supporters.,Correct
72,"(66,90.1]",Non-Hispanic Black,Some College,3,Independent,Male,0,United,pleasing his conservative supporters,Correct
55,"(42,66]",Asian,BA Degree,5,Democrat,Male,0,Disunited,overall satisfied ,Incorrect
51,"(42,66]",Hispanic,Advanced Degree,4,Democrat,Male,0,Disunited,bbbjmvkk,Incorrect
46,"(42,66]",Hispanic,Some College,4,Independent,Male,0,Disunited,none,Incorrect
68,"(66,90.1]",Non-Hispanic Black,MA Degree,4,Democrat,Male,0,Disunited,i rarely pay any attention to articles about president trump because he behaves so unpresidential.,Incorrect
49,"(42,66]",Asian,MA Degree,5,Democrat,Male,0,United,good,Incorrect
66,"(42,66]",Non-Hispanic Black,Some College,3,Democrat,Male,0,Control,biographical story on trump,Correct
55,"(42,66]",Non-Hispanic Black,BA Degree,3,Democrat,Male,0,United,dividing the country as a hold!,Incorrect
47,"(42,66]",Hispanic,BA Degree,7,Republican,Male,1,United,very perfect and strong,Incorrect
72,"(66,90.1]",Asian,MA Degree,7,Republican,Male,1,Control,to know the philosophy of donald trump and the way in which he performed earlier as a realtor and his style of functioning in his companies and his trustworthiness and his behaviour towards his colleagues and employees and public. interested to know why he is so sceptical and frequently changes his stance on policies and his adamancy on insisting everybody to follow his way.,Incorrect
49,"(42,66]",Non-Hispanic Black,BA Degree,4,Democrat,Male,0,Control,his policies,Incorrect
69,"(66,90.1]",Asian,BA Degree,3,Democrat,Male,0,United,how president trump pleased conservatives recently.,Correct
52,"(42,66]",Asian,BA Degree,3,Independent,Male,0,United,i am not very intetested in what ttump has to say,Incorrect
55,"(42,66]",Hispanic,BA Degree,5,Republican,Male,0,Control,biograph info,Correct
75,"(66,90.1]",Non-Hispanic Black,BA Degree,5,Democrat,Male,0,Disunited,trump upsetting conseratives,Correct
65,"(42,66]",Non-Hispanic Black,Some College,3,Democrat,Male,0,United,pleasing his constituents,Correct
23,"(17.9,42]",Asian,MA Degree,5,Democrat,Male,0,United,dbke ene dmddnr ,Incorrect
24,"(17.9,42]",Non-Hispanic Black,Advanced Degree,7,Democrat,Male,0,Control,i forgot.,Incorrect
24,"(17.9,42]",Asian,BA Degree,5,Democrat,Male,0,Control,it was basic biographical information about president trump,Correct
50,"(42,66]",Asian,Advanced Degree,6,Democrat,Male,0,Control,he is not worth any story but it was about health,Incorrect
54,"(42,66]",Hispanic,BA Degree,3,Democrat,Male,0,Control,about his biografy,Correct
49,"(42,66]",Asian,MA Degree,5,Independent,Male,0,United,trump supporting conservative supporters,Correct
63,"(42,66]",Hispanic,BA Degree,3,Independent,Male,0,United,lying and cheating ,Incorrect
24,"(17.9,42]",Hispanic,BA Degree,3,Democrat,Male,0,Control,trump wanted to reach a middle point between the two parties,Incorrect
51,"(42,66]",Hispanic,Some College,3,Republican,Male,0,United,do not remember,Incorrect
24,"(17.9,42]",Hispanic,BA Degree,4,Democrat,Male,0,United,fuck trump,Incorrect
18,"(17.9,42]",Hispanic,Some College,3,Democrat,Male,1,Disunited,trump misrepresenting the conservatives and his core supporters once again. ,Correct
63,"(42,66]",Hispanic,MA Degree,4,Democrat,Male,1,Disunited,about him upsetting conservatives,Correct
52,"(42,66]",Hispanic,HS,5,Democrat,Male,0,United,president trump pleasing his supporters,Correct
20,"(17.9,42]",Hispanic,Some College,3,Democrat,Male,0,Disunited,trump making his supporters mad.,Correct
58,"(42,66]",Asian,MA Degree,7,Democrat,Male,0,Disunited,it was about how he angered other republicans.,Correct
57,"(42,66]",Hispanic,BA Degree,5,Democrat,Male,0,United,talks to his supporters,Incorrect
21,"(17.9,42]",Hispanic,HS,4,Independent,Male,0,Disunited,it was about trump upsetting a decent portion of his conservative supporters.,Correct
68,"(66,90.1]",Hispanic,MA Degree,4,Independent,Male,0,United,being pleasant about his conservatives  supporters,Correct
46,"(42,66]",Hispanic,Some College,5,Independent,Male,0,Disunited,i don't know ,Incorrect
48,"(42,66]",Hispanic,BA Degree,3,Democrat,Male,1,Disunited,upsetting his conservative supporters,Correct
65,"(42,66]",Hispanic,Some College,3,Republican,Male,0,United,i did not put that much attention to that story,Incorrect
24,"(17.9,42]",Hispanic,Some College,4,Democrat,Male,0,United,pleasing americans ,Correct
45,"(42,66]",Hispanic,Less than HS,3,Independent,Male,0,United,trump is a bad president ,Incorrect
47,"(42,66]",Hispanic,HS,3,Democrat,Male,0,Control,a biography ,Correct
61,"(42,66]",Hispanic,Some College,6,Democrat,Male,0,United,talking about how great he is,Incorrect
29,"(17.9,42]",Non-Hispanic Black,BA Degree,4,Democrat,Male,0,Control,cool,Incorrect
27,"(17.9,42]",Hispanic,Some College,1,Republican,Female,0,Disunited,president trump upsetting many conservative supporters. ,Correct
34,"(17.9,42]",Non-Hispanic White,HS,1,Republican,Female,0,United,don't remember,Incorrect
25,"(17.9,42]",Hispanic,Some College,2,Independent,Female,0,United,said something stupid on twitter again.,Incorrect
25,"(17.9,42]",Non-Hispanic White,MA Degree,3,Democrat,Male,0,Disunited,great,Incorrect
38,"(17.9,42]",Non-Hispanic White,HS,1,Democrat,Male,0,Control,trump sucks,Incorrect
36,"(17.9,42]",Non-Hispanic White,MA Degree,5,Republican,Female,0,Disunited,the ah is a half day is app to me a little more than a year away and no no wonder one ,Incorrect
25,"(17.9,42]",Hispanic,BA Degree,1,Independent,Female,0,United,trumps policies and decisions and views,Incorrect
45,"(42,66]",Hispanic,BA Degree,2,Republican,Female,0,Disunited,something about him upsetting his conservative supporters,Correct
55,"(42,66]",Hispanic,Some College,1,Democrat,Male,1,United,i think is right that concept ,Incorrect
29,"(17.9,42]",Asian,BA Degree,4,Democrat,Female,0,Disunited,it was a story about trump and his specific views on issues,Correct
38,"(17.9,42]",Hispanic,BA Degree,5,Democrat,Female,0,United,agreeing with his party ,Correct
42,"(17.9,42]",Hispanic,Less than HS,2,Independent,Male,0,Control,don't know ,Incorrect
27,"(17.9,42]",Hispanic,HS,3,Independent,Male,0,Control,something about his early life ,Correct
36,"(17.9,42]",Other,MA Degree,4,Republican,Female,1,Control,it was discuss his early childhood how he made money now his road to becoming president and how to be a good business person,Correct
36,"(17.9,42]",Hispanic,BA Degree,2,Democrat,Female,0,United,the republican party ,Incorrect
27,"(17.9,42]",Non-Hispanic White,Some College,3,Democrat,Female,1,United,because i wanna see what itâ€™s about ,Incorrect
39,"(17.9,42]",Non-Hispanic White,HS,2,Independent,Male,0,Disunited,the left making up lies,Incorrect
33,"(17.9,42]",Hispanic,HS,5,Independent,Female,1,Control,cant recall,Incorrect
28,"(17.9,42]",Hispanic,Some College,2,Independent,Female,0,Disunited,"just trump, i'm not sure already",Incorrect
36,"(17.9,42]",Hispanic,BA Degree,2,Democrat,Male,0,United,one of his controversies,Incorrect
38,"(17.9,42]",Hispanic,BA Degree,4,Democrat,Female,0,Control,i do not know,Incorrect
30,"(17.9,42]",Non-Hispanic White,Some College,2,Republican,Male,1,United,about these same matteres,Incorrect
39,"(17.9,42]",Non-Hispanic White,BA Degree,4,Independent,Female,0,Disunited,him upsetting people ,Correct
34,"(17.9,42]",Hispanic,HS,2,Republican,Male,0,United,it was about trump being a liberal,Incorrect
31,"(17.9,42]",Hispanic,HS,2,Republican,Female,1,United,none / ,Incorrect
59,"(42,66]",Hispanic,MA Degree,3,Independent,Female,1,Disunited,somthing new to the goverment,Incorrect
30,"(17.9,42]",Non-Hispanic White,Some College,2,Independent,Female,0,United,a ridiculously story of him pleasing people / ,Correct
24,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Female,0,United,him pleasing conservative followers / ,Correct
54,"(42,66]",Non-Hispanic White,BA Degree,4,Democrat,Female,0,United,president trump pleasing many of his conservative supporters ,Correct
27,"(17.9,42]",Hispanic,BA Degree,3,Independent,Male,0,Disunited,that he is recently upsetting his republican supporters,Correct
30,"(17.9,42]",Hispanic,BA Degree,2,Democrat,Male,1,United,pres. trump saying or doing something to excite his base,Correct
38,"(17.9,42]",Non-Hispanic White,BA Degree,3,Republican,Male,0,Control,his beleifs,Incorrect
58,"(42,66]",Non-Hispanic Black,HS,1,Democrat,Female,0,Control,i'm sorry i just don't talk about president trump,Incorrect
31,"(17.9,42]",Non-Hispanic White,BA Degree,2,Independent,Male,1,Control,it was a article about his life.,Correct
30,"(17.9,42]",Hispanic,Some College,3,Democrat,Female,0,Control,i didnt read it,Incorrect
26,"(17.9,42]",Hispanic,BA Degree,4,Independent,Female,1,Disunited,how he upset several of his conservative supporters,Correct
31,"(17.9,42]",Hispanic,Some College,3,Independent,Female,0,Control,neutral,Incorrect
42,"(17.9,42]",Non-Hispanic White,BA Degree,4,Republican,Female,0,Control,his biographical information,Correct
20,"(17.9,42]",Hispanic,Some College,1,Democrat,Female,0,Disunited,president trump opens his mouth ,Incorrect
32,"(17.9,42]",Asian,BA Degree,5,Independent,Female,0,Control,his biography,Correct
33,"(17.9,42]",Non-Hispanic White,HS,2,Republican,Female,1,Disunited,it was the most interesting.,Incorrect
37,"(17.9,42]",Non-Hispanic White,HS,1,Democrat,Male,1,Control,i prefer dont said ,Incorrect
46,"(42,66]",Non-Hispanic White,MA Degree,3,Republican,Female,1,Disunited,trump upsetting some of his conservative supporters,Correct
18,"(17.9,42]",Hispanic,Less than HS,2,Democrat,Female,0,Control,the trump article was just basic biographical information. ,Correct
30,"(17.9,42]",Hispanic,MA Degree,4,Independent,Female,0,Control,his basic biography,Correct
31,"(17.9,42]",Non-Hispanic White,MA Degree,5,Independent,Male,1,Disunited,i am interested in topics regarding our president and political news as it affects our country.,Incorrect
28,"(17.9,42]",Other,HS,2,Democrat,Female,1,Disunited,i don't know enough to comment.,Incorrect
38,"(17.9,42]",Non-Hispanic White,HS,4,Democrat,Male,1,Disunited,trump supports stuff,Incorrect
33,"(17.9,42]",Non-Hispanic White,BA Degree,5,Republican,Female,0,United,was showing what trump was up to currently. honestly just saw a picture of him and skipped over the headline. also side note as there is no other place to put this. i donâ€™t think anyone should be taxed more just because they earn more money. why work hard to have give more up? all should be taxed the same amount. most of that taxed money goes to waste anyway. ,Incorrect
25,"(17.9,42]",Hispanic,BA Degree,4,Democrat,Male,1,United,about his current decision in politics,Incorrect
48,"(42,66]",Hispanic,BA Degree,4,Independent,Female,0,Control,birographical basic story of president trump.,Correct
38,"(17.9,42]",Hispanic,MA Degree,1,Independent,Female,0,United,i have no idea.,Incorrect
18,"(17.9,42]",Non-Hispanic White,Less than HS,7,Democrat,Female,0,United,it was about trump pleasing conservatives.,Correct
39,"(17.9,42]",Non-Hispanic White,HS,2,Independent,Female,0,United,he did something to please the conservatives.,Correct
63,"(42,66]",Non-Hispanic White,Some College,2,Republican,Female,1,Control,his history,Correct
58,"(42,66]",Other,BA Degree,1,Democrat,Male,0,United,kissing the asses of his supporters and how they all got off.,Correct
35,"(17.9,42]",Non-Hispanic Black,BA Degree,5,Democrat,Male,0,Control,yes,Incorrect
38,"(17.9,42]",Non-Hispanic White,Some College,1,Independent,Male,0,Control,"a biography... it's about trump, so i didn't pay much attention.",Correct
36,"(17.9,42]",Non-Hispanic Black,Some College,4,Democrat,Male,0,Control,a simple bio of his life,Correct
19,"(17.9,42]",Other,HS,1,Democrat,Male,0,Control,learning about his life,Correct
36,"(17.9,42]",Non-Hispanic White,MA Degree,4,Democrat,Male,1,Disunited,upsetting the republican base.,Correct
37,"(17.9,42]",Asian,MA Degree,4,Democrat,Female,0,Disunited,good ,Incorrect
64,"(42,66]",Non-Hispanic White,Some College,2,Republican,Female,0,Disunited,trump upsetting his supporters.,Correct
37,"(17.9,42]",Non-Hispanic White,HS,3,Independent,Female,0,Disunited,how the president is angering his own party,Correct
48,"(42,66]",Hispanic,Some College,3,Democrat,Female,0,Disunited,trump upsetting controversial opponent,Incorrect
38,"(17.9,42]",Hispanic,BA Degree,2,Democrat,Female,0,Control,"the story is about red cross, donating blood to the blood bank for free to store it up just in case their a big calamities happened.",Incorrect
56,"(42,66]",Hispanic,Advanced Degree,3,Democrat,Male,0,Control,hate him,Incorrect
76,"(66,90.1]",Non-Hispanic White,Some College,2,Democrat,Male,1,Disunited,about republicans who don't agree with trump,Correct
57,"(42,66]",Hispanic,HS,4,Republican,Female,1,Disunited,his involvement in society's issues & his involvement. ,Incorrect
55,"(42,66]",Hispanic,HS,1,Republican,Male,0,United,no comment,Incorrect
23,"(17.9,42]",Hispanic,Some College,3,Republican,Male,1,Control,it is the basic biography of donald trump ,Correct
38,"(17.9,42]",Hispanic,Advanced Degree,7,Democrat,Male,0,Control,it is so cool,Incorrect
80,"(66,90.1]",Hispanic,Some College,2,Republican,Female,1,United,president trump pleasing his  supporters,Correct
24,"(17.9,42]",Hispanic,BA Degree,4,Republican,Female,0,Control,it was going to be about him on a biological standpoint. ,Correct
42,"(17.9,42]",Hispanic,Less than HS,2,Independent,Female,1,Disunited,president trump humiliate the world again,Incorrect
63,"(42,66]",Non-Hispanic White,Some College,4,Republican,Female,0,Disunited,the usually non-fact based story about how bad trump is.,Incorrect
47,"(42,66]",Non-Hispanic White,Some College,5,Republican,Female,0,Control,it was fine. neutral to be fair,Incorrect
63,"(42,66]",Hispanic,Some College,2,Democrat,Female,0,Control,his background,Correct
58,"(42,66]",Non-Hispanic White,BA Degree,2,Republican,Male,0,United,ok,Incorrect
20,"(17.9,42]",Non-Hispanic White,Some College,4,Republican,Female,0,Disunited,nothing,Incorrect
50,"(42,66]",Hispanic,Some College,4,Democrat,Female,1,Disunited,it was a story about how he upset some of his conservative voters.,Correct
70,"(66,90.1]",Non-Hispanic White,Less than HS,2,Republican,Female,1,Disunited,don't know,Incorrect
20,"(17.9,42]",Hispanic,BA Degree,4,Democrat,Female,0,Control,it was probably regarding something dumb or some rule that trump wanted to out,Incorrect
19,"(17.9,42]",Non-Hispanic Black,BA Degree,1,Democrat,Male,0,Control,love,Incorrect
37,"(17.9,42]",Non-Hispanic White,HS,1,Independent,Female,1,Control,it was a short biography,Correct
53,"(42,66]",Hispanic,Some College,3,Independent,Female,0,United,donald trump pleasing their supporters,Correct
70,"(66,90.1]",Hispanic,HS,3,Independent,Female,1,Disunited,thinking about new stories about president trump thinking about the things he has said in public and how asinine it sounds,Incorrect
63,"(42,66]",Hispanic,BA Degree,5,Democrat,Female,1,Disunited,"i just saw that it was about trump, and any article on him would be much more interesting than seat belt use trends over10 years, local sports scores, and iâ€™ve already forgotten the third story.",Incorrect
78,"(66,90.1]",Non-Hispanic White,MA Degree,4,Independent,Male,0,United,president trump and the conservative party.,Incorrect
59,"(42,66]",Non-Hispanic White,HS,4,Democrat,Female,0,Disunited,idk how he felt about something ,Incorrect
45,"(42,66]",Non-Hispanic White,BA Degree,3,Republican,Female,0,Disunited,"upsetting people, which is a daily occurrence.",Correct
45,"(42,66]",Non-Hispanic Black,Advanced Degree,6,Republican,Male,1,Disunited,no comments,Incorrect
48,"(42,66]",Hispanic,Advanced Degree,5,Democrat,Male,0,Control,basic biographical information.,Correct
45,"(42,66]",Hispanic,Some College,6,Democrat,Female,1,United,something he did to make his supporters happy ,Correct
67,"(66,90.1]",Hispanic,Some College,4,Independent,Male,0,Disunited,that he upset some people he was addressing.,Correct
48,"(42,66]",Hispanic,HS,3,Independent,Male,0,Disunited,i did not pay attention to it ,Incorrect
19,"(17.9,42]",Hispanic,BA Degree,1,Democrat,Male,0,Disunited,oops /  / ,Incorrect
72,"(66,90.1]",Non-Hispanic White,BA Degree,4,Independent,Male,0,United,impeach him,Incorrect
19,"(17.9,42]",Non-Hispanic White,BA Degree,4,Independent,Male,0,United,it was about how he had pleased some of his conservative people.,Correct
54,"(42,66]",Hispanic,Less than HS,5,Republican,Male,1,United,he continues to keep his promises and that is the most important thing to me. ,Incorrect
54,"(42,66]",Hispanic,HS,4,Democrat,Male,0,United,pleasing conservdants ,Correct
48,"(42,66]",Hispanic,BA Degree,4,Democrat,Male,0,Disunited,president trump has no place in the white house.  he is dividing the country. ,Incorrect
61,"(42,66]",Hispanic,MA Degree,5,Democrat,Male,0,United,bragging about his so-called accomplishments have strengthened the party,Incorrect
55,"(42,66]",Hispanic,Some College,4,Democrat,Male,0,Disunited,i did not read it,Incorrect
65,"(42,66]",Hispanic,Some College,5,Democrat,Male,0,United,"i don't know. anything involving trump, i pay no attention to.",Incorrect
20,"(17.9,42]",American Indian/Alaskan,MA Degree,5,Democrat,Male,0,United,the crisis,Incorrect
24,"(17.9,42]",Hispanic,BA Degree,1,Democrat,Male,0,Control,no comments,Incorrect
49,"(42,66]",Non-Hispanic Black,MA Degree,3,Democrat,Female,0,Disunited,likes attention,Incorrect
51,"(42,66]",Non-Hispanic White,BA Degree,1,Democrat,Female,0,Control,biographical information,Correct
18,"(17.9,42]",Hispanic,Some College,2,Democrat,Female,0,United,trump and his increased in tax and financial pay,Incorrect
19,"(17.9,42]",Hispanic,HS,1,Republican,Female,1,Disunited,when they said he was rasits because he wants to build a wall i was very concerned ,Incorrect
48,"(42,66]",Hispanic,MA Degree,7,Democrat,Male,0,Control,i dont know,Incorrect
64,"(42,66]",Non-Hispanic Black,Some College,1,Democrat,Male,0,Control,his inability to be concerned with people,Incorrect
23,"(17.9,42]",Hispanic,HS,3,Independent,Female,0,Control,catholics and trump,Incorrect
52,"(42,66]",Hispanic,Some College,3,Independent,Female,0,United,he was trying to voice his opinion and support of the conservatives,Correct
47,"(42,66]",Hispanic,Some College,3,Independent,Female,1,United,how he favor his conservative allies,Correct
22,"(17.9,42]",Non-Hispanic Black,HS,3,Independent,Male,1,United,everything,Incorrect
45,"(42,66]",Hispanic,BA Degree,5,Democrat,Female,1,Disunited,djt angering the conservatives,Correct
45,"(42,66]",Hispanic,Some College,3,Democrat,Female,0,Disunited,him disappointing his conservative party,Correct
69,"(66,90.1]",Hispanic,Some College,3,Independent,Female,0,Disunited,donâ€™t know didnâ€™t look,Incorrect
71,"(66,90.1]",Non-Hispanic White,BA Degree,5,Democrat,Female,0,Control,have no idea - saw the words trump and shut down - the man spews bitterness and isn't worth listening to,Incorrect
49,"(42,66]",Hispanic,HS,4,Independent,Male,0,Control,basic biographical information ,Correct
75,"(66,90.1]",Non-Hispanic White,BA Degree,7,Democrat,Female,1,United,pleasing his conservative base,Correct
72,"(66,90.1]",Non-Hispanic White,MA Degree,2,Democrat,Male,0,Control,bio...â€¦â€¦â€¦â€¦.background of an idiot,Correct
74,"(66,90.1]",Hispanic,BA Degree,3,Democrat,Female,0,United,trump pleasing his base,Correct
58,"(42,66]",Non-Hispanic White,BA Degree,5,Independent,Male,1,United,how he was pleasing his supporters,Correct
61,"(42,66]",Hispanic,BA Degree,2,Democrat,Male,1,Control,biology of donald trump,Correct
66,"(42,66]",Non-Hispanic White,Some College,1,Democrat,Female,0,Disunited,xxxxxxxxxxxxxxxxxxxxxxx,Incorrect
45,"(42,66]",Non-Hispanic White,Some College,2,Independent,Female,1,Disunited,trump upsetting his conservative supporters,Correct
57,"(42,66]",Non-Hispanic White,BA Degree,5,Democrat,Male,0,United,most likely a stupid remark,Incorrect
49,"(42,66]",Hispanic,Advanced Degree,1,Democrat,Male,0,Control,it is about how evil the national press thinks he is,Incorrect
61,"(42,66]",Non-Hispanic Black,Some College,3,Democrat,Male,0,Disunited,not sure donâ€™t care about trump the rascist president ,Incorrect
48,"(42,66]",Hispanic,BA Degree,5,Independent,Male,0,Disunited,upsetting his conservative backers,Correct
63,"(42,66]",Hispanic,Some College,4,Republican,Male,0,United,about being conservative ,Incorrect
58,"(42,66]",Hispanic,BA Degree,3,Democrat,Male,0,Disunited,about he lies to his own people ignorant conservatives that believe his bull cr**p,Correct
71,"(66,90.1]",Hispanic,Some College,3,Independent,Male,1,United,talking about all his liberal friends,Incorrect
72,"(66,90.1]",Hispanic,HS,3,Democrat,Male,0,Control,the presidente trump is no good presidente my don't like .,Incorrect
53,"(42,66]",Hispanic,HS,1,Independent,Male,0,United,!,Incorrect
72,"(66,90.1]",Non-Hispanic White,MA Degree,7,Republican,Male,0,Disunited,it addressed trump's activities and areas of support,Incorrect
68,"(66,90.1]",Non-Hispanic White,BA Degree,4,Democrat,Male,0,Control,biographical information about president trump,Correct
61,"(42,66]",Hispanic,BA Degree,5,Democrat,Male,0,United,no idea i did not pick it and i could care less i do not want to learn anything about that traitor,Incorrect
71,"(66,90.1]",Asian,BA Degree,6,Independent,Male,0,Disunited,donâ€™t remember,Incorrect
71,"(66,90.1]",Non-Hispanic White,Some College,5,Democrat,Male,0,United,story about trump pleasing his supporters,Correct
65,"(42,66]",Hispanic,Some College,6,Republican,Male,0,Disunited,story upsetting his supporters,Correct
52,"(42,66]",Hispanic,HS,1,Democrat,Male,0,United,no good president ,Incorrect
75,"(66,90.1]",Non-Hispanic White,BA Degree,5,Democrat,Male,0,Control,"did not read, despise trump",Incorrect
46,"(42,66]",Non-Hispanic Black,Less than HS,1,Independent,Male,0,United,the people he lkes,Incorrect
56,"(42,66]",Non-Hispanic White,Some College,5,Democrat,Male,0,Control,basic biography information on trump,Correct
70,"(66,90.1]",Non-Hispanic White,Advanced Degree,5,Republican,Male,0,United,how he was pleasing his conservative base.,Correct
57,"(42,66]",Non-Hispanic White,MA Degree,7,Republican,Male,0,Disunited,trump upsetting conservative voters,Correct
59,"(42,66]",Non-Hispanic White,BA Degree,5,Republican,Male,0,Disunited,i didn't read it,Incorrect
61,"(42,66]",Non-Hispanic White,MA Degree,5,Democrat,Male,0,United,people's support,Incorrect
73,"(66,90.1]",Non-Hispanic White,BA Degree,5,Republican,Male,0,Control,someth about his history ,Correct
45,"(42,66]",Non-Hispanic White,Some College,5,Democrat,Male,1,Disunited,the story was about mr. trump upsetting conversative with a policy position that he is pushing. ,Correct
66,"(42,66]",Non-Hispanic White,BA Degree,5,Democrat,Male,0,Disunited,how he upset the repugnants.,Correct
62,"(42,66]",Non-Hispanic White,BA Degree,6,Republican,Male,0,United,pleasing republicans,Correct
66,"(42,66]",Non-Hispanic White,BA Degree,5,Republican,Male,0,United,i donâ€™t know cuz i am tired of hearing about trump,Incorrect
61,"(42,66]",Non-Hispanic White,Advanced Degree,7,Republican,Male,1,United,building the wall,Incorrect
53,"(42,66]",Non-Hispanic White,Some College,7,Republican,Male,0,Control,i did not notice the details ,Incorrect
55,"(42,66]",Non-Hispanic White,Some College,5,Republican,Male,0,United,didn't notice / ,Incorrect
48,"(42,66]",Asian,Advanced Degree,7,Independent,Male,0,United,no,Incorrect
62,"(42,66]",Non-Hispanic White,BA Degree,7,Democrat,Male,0,United,trump pleasing his supporters  / ,Correct
70,"(66,90.1]",Non-Hispanic White,BA Degree,7,Democrat,Male,1,Control,biographical information,Correct
54,"(42,66]",Non-Hispanic White,MA Degree,5,Independent,Male,1,Control,biography,Correct
71,"(66,90.1]",Non-Hispanic White,Advanced Degree,6,Republican,Male,0,Control,no,Incorrect
72,"(66,90.1]",Non-Hispanic White,BA Degree,6,Republican,Male,0,United,his program,Incorrect
58,"(42,66]",Asian,Some College,1,Republican,Male,0,Control,"nothing, just negative",Incorrect
57,"(42,66]",Non-Hispanic White,HS,5,Republican,Male,1,Disunited,about the president upsetting his supporters,Correct
64,"(42,66]",Non-Hispanic White,BA Degree,6,Republican,Male,1,United,how well he pleased his conservative supporters. ,Correct
58,"(42,66]",Non-Hispanic White,MA Degree,7,Republican,Male,0,United,about the president pleasing some of his supporters,Correct
67,"(66,90.1]",Non-Hispanic White,Some College,5,Republican,Male,1,Control,biographical information about the president.,Correct
67,"(66,90.1]",Non-Hispanic White,Some College,6,Republican,Male,0,Disunited,he upset the leaders in the republican party,Correct
68,"(66,90.1]",Non-Hispanic White,Some College,5,Democrat,Male,0,United,how he pleases his supporters.,Correct
61,"(42,66]",Non-Hispanic White,Some College,5,Republican,Male,0,Control,his bio ,Correct
66,"(42,66]",Non-Hispanic White,BA Degree,6,Republican,Male,0,United,did not read the story,Incorrect
72,"(66,90.1]",Non-Hispanic White,Advanced Degree,6,Democrat,Male,0,United,pleasing his conservative supporters.,Correct
46,"(42,66]",Non-Hispanic White,MA Degree,5,Democrat,Male,1,United,trump election ,Incorrect
60,"(42,66]",Non-Hispanic White,BA Degree,6,Republican,Male,1,Disunited,something he said or did that upset his fellow republican constituents.,Correct
